Episodio,Epoch,Tiempo(s),CPU(%),RAM(MB),GPU_mem(MB)
89.0,9.0,9.373837062999883,11.8,1076.5703125,23.7734375
90.0,9.0,10.045505930000218,11.9,1076.58984375,23.7734375
91.0,10.0,9.319924976000038,12.0,1076.84765625,23.7734375
92.0,10.0,8.295450719000655,4.5,1077.109375,23.7734375
93.0,10.0,7.9000229480006965,13.7,1077.11328125,23.7734375
94.0,10.0,8.340367783999682,14.0,1077.37890625,23.7734375
95.0,10.0,9.45523237099951,11.9,1077.3828125,23.7734375
96.0,10.0,8.779514521000237,4.5,1077.64453125,23.7734375
97.0,10.0,7.317373047999354,15.5,1077.90625,23.7734375
98.0,10.0,9.572546724999484,11.9,1077.90625,23.7734375
99.0,10.0,9.34412863199941,11.9,1078.1640625,23.7734375
100.0,10.0,12.018986021001183,10.2,1078.1640625,23.7734375
