Episodio,Epoch,Tiempo(s),CPU(%),RAM(MB),GPU_mem(MB)
1.0,1.0,0.012023064999084454,56.4,742.75390625,2.5078125
2.0,1.0,0.011796370999945793,66.7,743.66796875,2.5078125
3.0,1.0,0.011367803999746684,33.3,743.66796875,2.5078125
4.0,1.0,0.011203083999134833,50.0,743.66796875,2.5078125
5.0,1.0,0.24277312000049278,51.0,1020.05859375,23.7734375
6.0,1.0,0.05104216799918504,50.0,1020.05859375,23.7734375
7.0,1.0,0.049680891001116834,50.0,1020.296875,23.7734375
8.0,1.0,0.049904990000868565,50.0,1020.5546875,23.7734375
9.0,1.0,0.05385334399943531,60.0,1020.5546875,23.7734375
10.0,1.0,0.050125820000175736,50.0,1020.8046875,23.7734375
11.0,2.0,0.050319210000452586,54.5,1020.8046875,23.7734375
12.0,2.0,0.04997667599855049,50.0,1020.8046875,23.7734375
13.0,2.0,0.05142990300009842,50.0,1021.0625,23.7734375
14.0,2.0,0.06288168500032043,78.6,1021.0625,23.7734375
15.0,2.0,0.052060569998502615,50.0,1021.0625,23.7734375
16.0,2.0,0.05210219199943822,50.0,1021.3203125,23.7734375
17.0,2.0,0.05045419599991874,50.0,1021.3203125,23.7734375
18.0,2.0,0.0515019829999801,54.5,1021.3203125,23.7734375
19.0,2.0,0.05157534300087718,50.0,1021.578125,23.7734375
20.0,2.0,0.05056901900024968,54.5,1021.578125,23.7734375
21.0,3.0,0.0503071879993513,50.0,1021.578125,23.7734375
22.0,3.0,0.04979043799903593,50.0,1021.8359375,23.7734375
23.0,3.0,0.0562564170013502,45.5,1028.81640625,23.7734375
24.0,3.0,0.055255324999961886,54.5,1028.81640625,23.7734375
25.0,3.0,0.05294106799919973,50.0,1028.81640625,23.7734375
26.0,3.0,0.051025720000325236,58.3,1029.07421875,23.7734375
27.0,3.0,0.05201773699991463,50.0,1029.33203125,23.7734375
28.0,3.0,0.05068395899979805,50.0,1029.33203125,23.7734375
29.0,3.0,0.05047831100091571,50.0,1029.33203125,23.7734375
30.0,3.0,0.05106725199948414,50.0,1029.33203125,23.7734375
31.0,4.0,0.05242681800154969,50.0,1029.58984375,23.7734375
32.0,4.0,0.05140114300047571,50.0,1029.58984375,23.7734375
33.0,4.0,0.06325400499918032,84.6,1029.58984375,23.7734375
34.0,4.0,0.05533787199965445,50.0,1029.84765625,23.7734375
35.0,4.0,0.05270048900092661,50.0,1029.84765625,23.7734375
36.0,4.0,0.05087012500007404,50.0,1029.84765625,23.7734375
37.0,4.0,0.05066196299958392,50.0,1030.10546875,23.7734375
38.0,4.0,0.05198471999938192,45.5,1030.10546875,23.7734375
39.0,4.0,0.05122184999891033,50.0,1030.10546875,23.7734375
40.0,4.0,0.051065149000351084,50.0,1030.36328125,23.7734375
41.0,5.0,0.053626891000021715,50.0,1030.36328125,23.7734375
42.0,5.0,0.052247294999688165,54.5,1030.36328125,23.7734375
43.0,5.0,0.05624168400026974,54.5,1030.36328125,23.7734375
44.0,5.0,0.05275361299936776,45.5,1030.62109375,23.7734375
45.0,5.0,0.053809345999979996,50.0,1030.62109375,23.7734375
46.0,5.0,0.054232726999543956,58.3,1030.62109375,23.7734375
47.0,5.0,0.05154554100045061,54.5,1030.87890625,23.7734375
48.0,5.0,0.051029832000494935,50.0,1030.87890625,23.7734375
49.0,5.0,0.051516155999706825,50.0,1030.87890625,23.7734375
50.0,5.0,0.05407341399950383,45.5,1030.87890625,23.7734375
