Epoch,Episodio,Tiempo(s),CPU(%),RAM(MB)
2.0,5.0,0.0037175849993218435,0.0,105.0703125
2.0,6.0,0.005685570999958145,100.0,105.0703125
2.0,7.0,0.0038856760002090596,100.0,105.0703125
2.0,8.0,0.003881225000441191,0.0,105.0703125
2.0,9.0,0.0037185869996392285,100.0,105.0703125
2.0,10.0,0.0047035559991854825,100.0,105.0703125
2.0,11.0,0.0038303039991660626,100.0,105.0703125
2.0,12.0,0.0037763670006825123,0.0,105.0703125
2.0,13.0,0.003677172000607243,100.0,105.0703125
2.0,14.0,0.006219092999344866,100.0,105.0703125
2.0,15.0,0.004477303000385291,100.0,105.0703125
2.0,16.0,0.004726244000266888,50.0,105.0703125
2.0,17.0,0.004142307000620349,0.0,105.0703125
2.0,18.0,0.003098158999819134,50.0,105.0703125
2.0,19.0,0.004070300999956089,0.0,105.0703125
2.0,20.0,0.003278651000073296,100.0,105.0703125
2.0,21.0,0.0032048140001279535,0.0,105.0703125
2.0,22.0,0.004013632000351208,0.0,105.0703125
2.0,23.0,0.0023196399997686967,50.0,105.0703125
2.0,24.0,0.0026133049996133195,0.0,105.0703125
2.0,25.0,0.003276770999946166,0.0,105.0703125
2.0,26.0,0.0030745920003028004,50.0,105.0703125
2.0,27.0,0.003470759999800066,0.0,105.0703125
2.0,28.0,0.004109698999855027,50.0,105.0703125
2.0,29.0,0.0027195590000701486,0.0,105.0703125
2.0,30.0,0.002525322999645141,0.0,105.0703125
2.0,31.0,0.002394844000264129,100.0,105.0703125
2.0,32.0,0.0034970689994224813,0.0,105.0703125
2.0,33.0,0.00236824199964758,0.0,105.0703125
2.0,34.0,0.002280668999446789,100.0,105.0703125
2.0,35.0,0.0026347209995947196,0.0,105.0703125
2.0,36.0,0.0043049300002167,0.0,105.0703125
2.0,37.0,0.002435407999655581,50.0,105.0703125
2.0,38.0,0.0025508110002192552,0.0,105.0703125
2.0,39.0,0.002494535000550968,0.0,105.0703125
2.0,40.0,0.004206507999697351,50.0,105.0703125
2.0,41.0,0.002489113999217807,0.0,105.0703125
2.0,42.0,0.0035673080001288326,100.0,105.0703125
2.0,43.0,0.0025106729999606614,0.0,105.0703125
2.0,44.0,0.0024232379992099595,0.0,105.0703125
2.0,45.0,0.003248721999625559,50.0,105.0703125
2.0,46.0,0.0027225419999012956,0.0,105.0703125
2.0,47.0,0.002569354000115709,0.0,105.0703125
2.0,48.0,0.0024643090000608936,100.0,105.0703125
2.0,49.0,0.003419849000238173,0.0,105.0703125
2.0,50.0,0.0032918619999691145,0.0,105.0703125
2.0,51.0,0.004181798999525199,50.0,105.0703125
2.0,52.0,0.002589009000075748,0.0,105.0703125
2.0,53.0,0.003342895000059798,100.0,105.0703125
2.0,54.0,0.00360870500026067,0.0,105.0703125
2.0,55.0,0.003930429999854823,100.0,105.0703125
2.0,56.0,0.005314317999363993,50.0,105.0703125
2.0,57.0,0.005265306000183045,0.0,105.0703125
2.0,58.0,0.003998850000243692,66.7,105.0703125
2.0,59.0,0.0025152979997074,100.0,105.0703125
2.0,60.0,0.0027277649996904074,0.0,105.0703125
2.0,61.0,0.0033344749999741907,100.0,105.0703125
2.0,62.0,0.0031903690005492535,0.0,105.0703125
2.0,63.0,0.0032404849998783902,0.0,105.0703125
2.0,64.0,0.0039652660007050144,100.0,105.0703125
2.0,65.0,0.0033251290005864576,0.0,105.0703125
2.0,66.0,0.003256529000282171,100.0,105.0703125
2.0,67.0,0.0023122749998947256,0.0,105.0703125
2.0,68.0,0.002499748000445834,0.0,105.0703125
2.0,69.0,0.003088909999860334,0.0,105.0703125
2.0,70.0,0.003918796999641927,50.0,105.0703125
2.0,71.0,0.003138406000289251,0.0,105.0703125
2.0,72.0,0.0030501799992634915,100.0,105.0703125
2.0,73.0,0.004066227999828698,0.0,105.0703125
2.0,74.0,0.0022811879998698714,0.0,105.0703125
2.0,75.0,0.0039735969994580955,50.0,105.0703125
2.0,76.0,0.002332107999791333,0.0,105.0703125
2.0,77.0,0.002367209999647457,100.0,105.0703125
2.0,78.0,0.003696457999467384,0.0,105.0703125
2.0,79.0,0.0032078579997687484,0.0,105.0703125
2.0,80.0,0.0030561599996872246,100.0,105.0703125
2.0,81.0,0.0033908709992829245,0.0,105.0703125
2.0,82.0,0.004037368000354036,100.0,105.0703125
2.0,83.0,0.004242164000061166,0.0,105.0703125
2.0,84.0,0.00245573800020793,0.0,105.0703125
2.0,85.0,0.002519921000384784,100.0,105.0703125
2.0,86.0,0.0025758270003279904,0.0,105.0703125
2.0,87.0,0.0026916329998130095,0.0,105.0703125
2.0,88.0,0.004209990999697766,100.0,105.0703125
2.0,89.0,0.0034281219996046275,0.0,105.0703125
2.0,90.0,0.002448303000164742,0.0,105.0703125
2.0,91.0,0.0034618589997990057,50.0,105.0703125
2.0,92.0,0.003326151999317517,0.0,105.0703125
2.0,93.0,0.003247026000281039,100.0,105.0703125
2.0,94.0,0.004124224000406684,0.0,105.0703125
2.0,95.0,0.002400002999820572,0.0,105.0703125
2.0,96.0,0.0025008470001921523,100.0,105.0703125
2.0,97.0,0.0024157379993994255,0.0,105.0703125
2.0,98.0,0.0039673520004726015,100.0,105.0703125
2.0,99.0,0.0025830900003711577,0.0,105.0703125
2.0,100.0,0.003950206000808976,0.0,105.0703125
3.0,1.0,0.0025016720001076465,100.0,105.0703125
3.0,2.0,0.0024707100001251092,0.0,105.0703125
3.0,3.0,0.003554056000211858,0.0,105.0703125
3.0,4.0,0.003427126000133285,100.0,105.0703125
3.0,5.0,0.0026311890005672467,0.0,105.0703125
3.0,6.0,0.003242023999519006,100.0,105.0703125
3.0,7.0,0.0026887209996857564,0.0,105.0703125
3.0,8.0,0.0024750720003794413,0.0,105.0703125
3.0,9.0,0.002392518000306154,100.0,105.0703125
3.0,10.0,0.0025789979999899515,0.0,105.0703125
3.0,11.0,0.0030647719995613443,0.0,105.0703125
3.0,12.0,0.0039694879997114185,100.0,105.0703125
3.0,13.0,0.004148902999986603,0.0,105.0703125
3.0,14.0,0.002323501999853761,100.0,105.1953125
3.0,15.0,0.0033219639999515493,0.0,105.1953125
3.0,16.0,0.0024256480000985903,0.0,105.1953125
3.0,17.0,0.0031477160000576987,100.0,105.1953125
3.0,18.0,0.003250277000006463,0.0,105.1953125
3.0,19.0,0.00327635299981921,0.0,105.1953125
3.0,20.0,0.0026037719999294495,100.0,105.1953125
3.0,21.0,0.004102627999600372,0.0,105.1953125
3.0,22.0,0.0023605339993082453,100.0,105.1953125
3.0,23.0,0.0033613020004850114,0.0,105.1953125
3.0,24.0,0.003253880000556819,0.0,105.1953125
3.0,25.0,0.002256441999634262,0.0,105.1953125
3.0,26.0,0.004051898999932746,50.0,105.1953125
3.0,27.0,0.003915037000297161,0.0,105.1953125
3.0,28.0,0.0033138850003524567,100.0,105.1953125
3.0,29.0,0.0031773379996593576,0.0,105.1953125
3.0,30.0,0.0032743229994594003,100.0,105.1953125
3.0,31.0,0.0025171079996653134,0.0,105.1953125
3.0,32.0,0.003981806999945547,0.0,105.1953125
3.0,33.0,0.004242930000145861,100.0,105.1953125
3.0,34.0,0.002428730999781692,0.0,105.1953125
3.0,35.0,0.0041651680003269576,100.0,105.1953125
3.0,36.0,0.0032467760001964052,0.0,105.1953125
3.0,37.0,0.0039203690002977964,100.0,105.1953125
3.0,38.0,0.0035150390003764187,0.0,105.1953125
3.0,39.0,0.0024207710002883687,0.0,105.1953125
3.0,40.0,0.002278596999531146,100.0,105.1953125
3.0,41.0,0.0032169219994102605,0.0,105.1953125
3.0,42.0,0.00397934400007216,50.0,105.1953125
3.0,43.0,0.0026963239997712662,0.0,105.1953125
3.0,44.0,0.004245217999596207,0.0,105.1953125
3.0,45.0,0.00325480600076844,100.0,105.1953125
3.0,46.0,0.0024076859999695444,0.0,105.1953125
3.0,47.0,0.002378161999331496,0.0,105.1953125
3.0,48.0,0.00318651899942779,100.0,105.1953125
3.0,49.0,0.0040313350000360515,0.0,105.1953125
3.0,50.0,0.0031919319999360596,50.0,105.1953125
3.0,51.0,0.002523602000110259,0.0,105.1953125
3.0,52.0,0.0022878370000398718,0.0,105.1953125
3.0,53.0,0.004147681000176817,50.0,105.1953125
3.0,54.0,0.002519177999602107,0.0,105.1953125
3.0,55.0,0.003141596000205027,0.0,105.1953125
3.0,56.0,0.002388822000284563,100.0,105.1953125
3.0,57.0,0.003343970000059926,0.0,105.1953125
3.0,58.0,0.004023004000373476,100.0,105.1953125
3.0,59.0,0.0026412760007588076,0.0,105.1953125
3.0,60.0,0.002602138999463932,0.0,105.1953125
3.0,61.0,0.0025044470003194874,100.0,105.1953125
3.0,62.0,0.0025745940001797862,0.0,105.1953125
3.0,63.0,0.0038470800000141026,0.0,105.1953125
3.0,64.0,0.0033129530002042884,100.0,105.1953125
3.0,65.0,0.003226763999919058,0.0,105.1953125
3.0,66.0,0.0032086419996630866,100.0,105.1953125
3.0,67.0,0.002671187000487407,0.0,105.1953125
3.0,68.0,0.0022907680004209396,0.0,105.1953125
3.0,69.0,0.0023726290000922745,100.0,105.1953125
3.0,70.0,0.0025677029998405487,0.0,105.1953125
3.0,71.0,0.0024667159996170085,0.0,105.1953125
3.0,72.0,0.0023099380005078274,100.0,105.1953125
3.0,73.0,0.002518293000321137,0.0,105.1953125
3.0,74.0,0.00313897799969709,0.0,105.1953125
3.0,75.0,0.002511386999685783,100.0,105.1953125
3.0,76.0,0.0026564509998934227,0.0,105.1953125
3.0,77.0,0.0024751370001467876,0.0,105.1953125
3.0,78.0,0.0023243850000653765,100.0,105.1953125
3.0,79.0,0.004095299999789859,0.0,105.1953125
3.0,80.0,0.004045738000058918,0.0,105.1953125
3.0,81.0,0.004047209999953338,100.0,105.1953125
3.0,82.0,0.003993180000179564,0.0,105.1953125
3.0,83.0,0.0033774289995562867,100.0,105.1953125
3.0,84.0,0.002421877999950084,0.0,105.1953125
3.0,85.0,0.003248097000323469,50.0,105.1953125
3.0,86.0,0.0025465560001975973,0.0,105.1953125
3.0,87.0,0.003237307999370387,0.0,105.1953125
3.0,88.0,0.0023544449995824834,50.0,105.1953125
3.0,89.0,0.005186325000067882,0.0,105.1953125
3.0,90.0,0.004042687000037404,100.0,105.1953125
3.0,91.0,0.0026350109992563375,0.0,105.1953125
3.0,92.0,0.003399485000045388,0.0,105.1953125
3.0,93.0,0.0023115519998100353,100.0,105.1953125
3.0,94.0,0.004213103000438423,0.0,105.1953125
3.0,95.0,0.004048517999763135,100.0,105.1953125
3.0,96.0,0.0042160279999734485,0.0,105.1953125
3.0,97.0,0.002598392999971111,100.0,105.1953125
3.0,98.0,0.0032375849996242323,0.0,105.1953125
3.0,99.0,0.0024046010003075935,0.0,105.1953125
3.0,100.0,0.0023724419997961377,100.0,105.1953125
4.0,1.0,0.002397971999926085,0.0,105.1953125
4.0,2.0,0.0033897620005518547,0.0,105.1953125
4.0,3.0,0.002349977000449144,100.0,105.1953125
4.0,4.0,0.004452780000065104,0.0,105.1953125
4.0,5.0,0.002500585000234423,0.0,105.1953125
4.0,6.0,0.00313314499999251,100.0,105.1953125
4.0,7.0,0.005508270000063931,50.0,105.1953125
4.0,8.0,0.0036912069999743835,0.0,105.1953125
4.0,9.0,0.0032571159999861266,100.0,105.1953125
4.0,10.0,0.004277607999938482,0.0,105.1953125
4.0,11.0,0.004236404000039329,100.0,105.1953125
4.0,12.0,0.00396640400049364,0.0,105.1953125
4.0,13.0,0.004158130999712739,100.0,105.1953125
4.0,14.0,0.0033040449998225085,0.0,105.1953125
4.0,15.0,0.004567478999888408,100.0,105.1953125
4.0,16.0,0.004370104999907198,0.0,105.1953125
4.0,17.0,0.0034503010001571965,100.0,105.1953125
4.0,18.0,0.0026425220003147842,0.0,105.1953125
4.0,19.0,0.00248371700035932,0.0,105.1953125
4.0,20.0,0.0025104219994318555,100.0,105.1953125
4.0,21.0,0.00325600599990139,0.0,105.1953125
4.0,22.0,0.0024432359996353625,0.0,105.1953125
4.0,23.0,0.0033070930003304966,100.0,105.1953125
4.0,24.0,0.0024336080005014082,0.0,105.1953125
4.0,25.0,0.0025609079993955675,50.0,105.1953125
4.0,26.0,0.0024822929999572807,0.0,105.1953125
4.0,27.0,0.0024085079994620173,0.0,105.1953125
4.0,28.0,0.002500321999832522,0.0,105.1953125
4.0,29.0,0.004117092000342382,100.0,105.1953125
4.0,30.0,0.0033683089995975024,0.0,105.1953125
4.0,31.0,0.004196091000267188,100.0,105.1953125
4.0,32.0,0.002375801999733085,0.0,105.1953125
4.0,33.0,0.002331829000468133,0.0,105.1953125
4.0,34.0,0.004013497000414645,100.0,105.1953125
4.0,35.0,0.002544529000260809,0.0,105.1953125
4.0,36.0,0.002670056000170007,50.0,105.1953125
4.0,37.0,0.0024606139995739795,0.0,105.1953125
4.0,38.0,0.0032523890004085843,0.0,105.1953125
4.0,39.0,0.004210217000036209,50.0,105.1953125
4.0,40.0,0.002452067000376701,0.0,105.1953125
4.0,41.0,0.0023907059994598967,0.0,105.1953125
4.0,42.0,0.0025694860005387454,100.0,105.1953125
4.0,43.0,0.004188864000752801,0.0,105.1953125
4.0,44.0,0.0027316239993524505,0.0,105.1953125
4.0,45.0,0.002349372000026051,100.0,105.1953125
4.0,46.0,0.0025259219992221915,0.0,105.1953125
4.0,47.0,0.002713593999942532,0.0,105.1953125
4.0,48.0,0.002571775000433263,100.0,105.1953125
4.0,49.0,0.0024462390001644962,100.0,105.1953125
4.0,50.0,0.003737523999916448,0.0,105.3203125
4.0,51.0,0.004082827999809524,100.0,105.3203125
4.0,52.0,0.003509347000544949,0.0,105.3203125
4.0,53.0,0.002834872000676114,100.0,105.3203125
4.0,54.0,0.002448686999741767,0.0,105.3203125
4.0,55.0,0.004259577000084391,0.0,105.3203125
4.0,56.0,0.0025620400001571397,100.0,105.3203125
4.0,57.0,0.0032166000000870554,0.0,105.3203125
4.0,58.0,0.003501647999655688,100.0,105.3203125
4.0,59.0,0.004002993999165483,0.0,105.3203125
4.0,60.0,0.0034667889995034784,0.0,105.3203125
4.0,61.0,0.0034299169992664247,100.0,105.3203125
4.0,62.0,0.006249779999961902,100.0,105.3203125
4.0,63.0,0.0024746240005697473,0.0,105.3203125
4.0,64.0,0.0026212140001007356,0.0,105.3203125
4.0,65.0,0.0040754889996605925,100.0,105.3203125
4.0,66.0,0.0023626190004506498,0.0,105.3203125
4.0,67.0,0.003397907999897143,100.0,105.3203125
4.0,68.0,0.0024671250002938905,0.0,105.3203125
4.0,69.0,0.004068824999194476,0.0,105.3203125
4.0,70.0,0.0032403329996668617,100.0,105.3203125
4.0,71.0,0.0032225769991782727,0.0,105.3203125
4.0,72.0,0.0034176909994130256,100.0,105.3203125
4.0,73.0,0.005878475999452348,0.0,105.3203125
4.0,74.0,0.007033791999674577,100.0,105.3203125
4.0,75.0,0.0041762870005186414,0.0,105.3203125
4.0,76.0,0.00511205200018594,100.0,105.3203125
4.0,77.0,0.0069924110002830275,100.0,105.3203125
4.0,78.0,0.003581007000320824,100.0,105.3203125
4.0,79.0,0.002518301999771211,50.0,105.3203125
4.0,80.0,0.0023801620000085677,0.0,105.3203125
4.0,81.0,0.004379178999442956,100.0,105.3203125
4.0,82.0,0.0035816059998978744,0.0,105.3203125
4.0,83.0,0.0025807700003497303,0.0,105.3203125
4.0,84.0,0.002602319000288844,100.0,105.3203125
4.0,85.0,0.004259507999449852,0.0,105.3203125
4.0,86.0,0.0026172909992965288,0.0,105.3203125
4.0,87.0,0.0033846140004243352,50.0,105.3203125
4.0,88.0,0.004094542000530055,0.0,105.3203125
4.0,89.0,0.0025407080001969007,50.0,105.3203125
4.0,90.0,0.003168934999848716,0.0,105.3203125
4.0,91.0,0.0036099159997320385,0.0,105.3203125
4.0,92.0,0.0024926930000219727,50.0,105.4453125
4.0,93.0,0.004050005999488349,0.0,105.4453125
4.0,94.0,0.0027405769997130847,100.0,105.4453125
4.0,95.0,0.0038034869994589826,0.0,105.4453125
4.0,96.0,0.002701237000110268,0.0,105.4453125
4.0,97.0,0.004273284000191779,50.0,105.4453125
4.0,98.0,0.003522257999975409,0.0,105.4453125
4.0,99.0,0.0026735419996839482,100.0,105.4453125
4.0,100.0,0.003464749999693595,0.0,105.4453125
5.0,1.0,0.002703538999412558,0.0,105.4453125
5.0,2.0,0.0027303649994792067,50.0,105.4453125
5.0,3.0,0.0026378000002296176,0.0,105.4453125
5.0,4.0,0.0034481189995858585,100.0,105.4453125
5.0,5.0,0.002629606000482454,0.0,105.4453125
5.0,6.0,0.0025721769998199306,0.0,105.4453125
5.0,7.0,0.0034848019995479262,100.0,105.4453125
5.0,8.0,0.0029498939993573003,0.0,105.4453125
5.0,9.0,0.0027456249999886495,0.0,105.4453125
5.0,10.0,0.002739644000030239,100.0,105.4453125
5.0,11.0,0.0035130520000166143,0.0,105.4453125
5.0,12.0,0.002762780000011844,100.0,105.4453125
5.0,13.0,0.0025081779995161924,0.0,105.4453125
5.0,14.0,0.002450951000355417,0.0,105.4453125
5.0,15.0,0.002721870000641502,100.0,105.4453125
5.0,16.0,0.0036123480003880104,0.0,105.4453125
5.0,17.0,0.0024882769994292175,0.0,105.4453125
5.0,18.0,0.0025665729999673204,100.0,105.4453125
5.0,19.0,0.004105285000150616,0.0,105.4453125
5.0,20.0,0.002567215999988548,0.0,105.4453125
5.0,21.0,0.0035621199995148345,100.0,105.4453125
5.0,22.0,0.0025318279995190096,0.0,105.4453125
5.0,23.0,0.003473099000075308,100.0,105.4453125
5.0,24.0,0.0024949870003183605,0.0,105.4453125
5.0,25.0,0.0025078589997065137,0.0,105.4453125
5.0,26.0,0.0026354719993832987,0.0,105.4453125
5.0,27.0,0.0034479859996281448,50.0,105.4453125
5.0,28.0,0.002481913000337954,0.0,105.4453125
5.0,29.0,0.0025161520006804494,100.0,105.4453125
5.0,30.0,0.0025563179997334373,0.0,105.4453125
5.0,31.0,0.004305780999857234,0.0,105.4453125
5.0,32.0,0.003369213999576459,100.0,105.4453125
5.0,33.0,0.0042018130006908905,0.0,105.4453125
5.0,34.0,0.004166365000855876,100.0,105.4453125
5.0,35.0,0.00257978700028616,0.0,105.4453125
5.0,36.0,0.002602640000077372,0.0,105.4453125
5.0,37.0,0.002556116999585356,100.0,105.4453125
5.0,38.0,0.0041147819993057055,0.0,105.4453125
5.0,39.0,0.0034239120004713186,100.0,105.4453125
5.0,40.0,0.0032008690004659,0.0,105.4453125
5.0,41.0,0.0029504220001399517,0.0,105.4453125
5.0,42.0,0.0046063820000199485,50.0,105.4453125
5.0,43.0,0.003925844000150391,0.0,105.4453125
5.0,44.0,0.004404104000059306,100.0,105.4453125
5.0,45.0,0.004190323000329954,0.0,105.4453125
5.0,46.0,0.0035574670000642072,100.0,105.4453125
5.0,47.0,0.0024274950001199613,0.0,105.4453125
5.0,48.0,0.003427532999921823,100.0,105.4453125
5.0,49.0,0.002378481999585347,0.0,105.4453125
5.0,50.0,0.002657730000464653,0.0,105.4453125
5.0,51.0,0.0028488079997259774,100.0,105.4453125
5.0,52.0,0.0023934900000313064,0.0,105.4453125
5.0,53.0,0.004475859999729437,0.0,105.4453125
5.0,54.0,0.002502668000488484,100.0,105.4453125
5.0,55.0,0.0024163230000340263,0.0,105.4453125
5.0,56.0,0.004455459000382689,100.0,105.4453125
5.0,57.0,0.003462575000412471,0.0,105.4453125
5.0,58.0,0.0034871850002673455,0.0,105.4453125
5.0,59.0,0.0024177959994631237,100.0,105.4453125
5.0,60.0,0.004431599999406899,0.0,105.4453125
5.0,61.0,0.0035637589999168995,100.0,105.4453125
5.0,62.0,0.0035548300002119504,0.0,105.4453125
5.0,63.0,0.003570467999452376,50.0,105.4453125
5.0,64.0,0.002644668000357342,0.0,105.4453125
5.0,65.0,0.0029109289998814347,0.0,105.4453125
5.0,66.0,0.0027734139994208817,50.0,105.4453125
5.0,67.0,0.003578986000320583,0.0,105.4453125
5.0,68.0,0.002850609999768494,50.0,105.4453125
5.0,69.0,0.004327676000684733,0.0,105.4453125
5.0,70.0,0.0037107649995959946,0.0,105.4453125
5.0,71.0,0.0027508379998835153,100.0,105.4453125
5.0,72.0,0.00361027000053582,0.0,105.4453125
5.0,73.0,0.0035963649997938774,50.0,105.5703125
5.0,74.0,0.003439490000346268,0.0,105.5703125
5.0,75.0,0.004536250000455766,50.0,105.5703125
5.0,76.0,0.0033915030007847236,0.0,105.5703125
5.0,77.0,0.002596654000626586,0.0,105.5703125
5.0,78.0,0.0024506740001015714,50.0,105.5703125
5.0,79.0,0.0034424260002197116,0.0,105.5703125
5.0,80.0,0.004384455000035814,50.0,105.5703125
5.0,81.0,0.003422069000407646,0.0,105.5703125
5.0,82.0,0.0035054200006925385,0.0,105.5703125
5.0,83.0,0.0033184879994223593,50.0,105.5703125
5.0,84.0,0.002498673999980383,0.0,105.5703125
5.0,85.0,0.003485158000330557,0.0,105.5703125
5.0,86.0,0.0033872450003400445,100.0,105.5703125
5.0,87.0,0.004548734999843873,0.0,105.5703125
5.0,88.0,0.0025035999997271574,50.0,105.5703125
5.0,89.0,0.002469787999871187,0.0,105.5703125
5.0,90.0,0.0034584990007715533,0.0,105.5703125
5.0,91.0,0.003242359000068973,100.0,105.5703125
5.0,92.0,0.0035301269999763463,0.0,105.5703125
5.0,93.0,0.0025026120001712115,66.7,105.5703125
5.0,94.0,0.0024956089991974295,0.0,105.5703125
5.0,95.0,0.003478973000710539,0.0,105.5703125
5.0,96.0,0.0033710329998939415,50.0,105.5703125
5.0,97.0,0.003211450999515364,0.0,105.5703125
5.0,98.0,0.004205369999908726,50.0,105.5703125
5.0,99.0,0.0023900979995232774,0.0,105.5703125
5.0,100.0,0.002499394000551547,0.0,105.5703125
6.0,1.0,0.0026703120001911884,50.0,105.5703125
6.0,2.0,0.004185804999906395,0.0,105.5703125
6.0,3.0,0.0025172969999402994,0.0,105.5703125
6.0,4.0,0.002450866999424761,50.0,105.5703125
6.0,5.0,0.0032452260002173716,0.0,105.5703125
6.0,6.0,0.0027915000000575674,0.0,105.5703125
6.0,7.0,0.0026172400002906215,50.0,105.5703125
