Epoch,Episodio,Tiempo(s),CPU(%),RAM(MB),GPU_mem(MB)
1.0,1.0,0.0031789070003469533,41.2,506.5703125,0.0
1.0,2.0,0.003341980000186595,27.3,509.5703125,0.0
1.0,3.0,0.003246833999583032,0.0,509.5703125,0.0
1.0,4.0,0.0030708019999110547,50.0,509.5703125,0.0
1.0,5.0,0.0024400649999734014,0.0,509.5703125,0.0
1.0,6.0,0.004113566999876639,0.0,509.5703125,0.0
1.0,7.0,0.0038409560002037324,50.0,509.5703125,0.0
1.0,8.0,0.002697050999813655,0.0,509.5703125,0.0
1.0,9.0,0.003417259999878297,50.0,509.5703125,0.0
1.0,10.0,0.003326134999952046,0.0,509.6953125,0.0
1.0,11.0,0.003168444000039017,0.0,509.6953125,0.0
1.0,12.0,0.0024225209999713115,50.0,509.6953125,0.0
1.0,13.0,0.004226220999953512,0.0,509.6953125,0.0
1.0,14.0,0.00331885700006751,50.0,509.6953125,0.0
1.0,15.0,0.004210070000226551,0.0,509.6953125,0.0
1.0,16.0,0.0024422709998361825,0.0,509.6953125,0.0
1.0,17.0,0.0032000400001379603,50.0,509.8203125,0.0
1.0,18.0,0.002607561999866448,0.0,509.8203125,0.0
1.0,19.0,0.003401055000267661,0.0,509.9453125,0.0
1.0,20.0,0.004185666000012134,100.0,509.9453125,0.0
1.0,21.0,0.003912454999863257,0.0,509.9453125,0.0
1.0,22.0,0.002345213999888074,50.0,509.9453125,0.0
1.0,23.0,0.0033233919998565398,0.0,510.0703125,0.0
1.0,24.0,0.002455748000102176,0.0,510.0703125,0.0
1.0,25.0,0.004389953000099922,100.0,510.0703125,0.0
1.0,26.0,0.004134126999815635,0.0,510.0703125,0.0
1.0,27.0,0.003913346999979694,100.0,510.0703125,0.0
1.0,28.0,0.003930559999844263,0.0,510.1953125,0.0
1.0,29.0,0.0030175300003065786,0.0,510.1953125,0.0
1.0,30.0,0.004268441000021994,100.0,510.1953125,0.0
1.0,31.0,0.0031887710001683445,0.0,510.1953125,0.0
1.0,32.0,0.0041937629998756165,100.0,510.3203125,0.0
1.0,33.0,0.0030633119999947667,0.0,510.3203125,0.0
1.0,34.0,0.004048057000090921,100.0,510.3203125,0.0
1.0,35.0,0.0038933689997975307,0.0,510.3203125,0.0
1.0,36.0,0.0036155600000711274,50.0,510.3203125,0.0
1.0,37.0,0.003372525000031601,0.0,510.3203125,0.0
1.0,38.0,0.004206478000014613,0.0,510.3203125,0.0
1.0,39.0,0.0034821649996956694,100.0,510.3203125,0.0
1.0,40.0,0.003181910999956017,0.0,510.3203125,0.0
1.0,41.0,0.003310508000140544,100.0,510.3203125,0.0
1.0,42.0,0.004146456999933434,0.0,510.3203125,0.0
1.0,43.0,0.0024689179999768385,0.0,510.3203125,0.0
1.0,44.0,0.0026472320000721083,100.0,510.3203125,0.0
1.0,45.0,0.0032096090003506106,0.0,510.3203125,0.0
1.0,46.0,0.003133779000108916,0.0,510.3203125,0.0
1.0,47.0,0.0034306699999433476,100.0,510.3203125,0.0
1.0,48.0,0.003952813000069,0.0,510.3203125,0.0
1.0,49.0,0.002531953000016074,100.0,510.3203125,0.0
1.0,50.0,0.003043633000288537,0.0,510.3203125,0.0
1.0,51.0,0.003942951999761135,50.0,510.3203125,0.0
1.0,52.0,0.00302469000007477,0.0,510.3203125,0.0
1.0,53.0,0.002276977999827068,0.0,510.3203125,0.0
1.0,54.0,0.004206268999951135,100.0,510.3203125,0.0
1.0,55.0,0.003098848999798065,0.0,510.3203125,0.0
1.0,56.0,0.0042183290001958085,50.0,510.3203125,0.0
1.0,57.0,0.0031893129998934455,0.0,510.3203125,0.0
1.0,58.0,0.0038028450003366743,0.0,510.3203125,0.0
1.0,59.0,0.004029190999972343,100.0,510.3203125,0.0
1.0,60.0,0.0031977090002328623,0.0,510.4453125,0.0
1.0,61.0,0.0023833899999772257,100.0,510.4453125,0.0
1.0,62.0,0.003445778999775939,0.0,510.4453125,0.0
1.0,63.0,0.00387265999961528,0.0,510.4453125,0.0
1.0,64.0,0.003250581999964197,66.7,510.4453125,0.0
1.0,65.0,0.003845477999675495,0.0,510.4453125,0.0
1.0,66.0,0.004836806000184879,100.0,510.4453125,0.0
1.0,67.0,0.003160929999921791,0.0,510.4453125,0.0
1.0,68.0,0.0034884849997069978,100.0,510.4453125,0.0
1.0,69.0,0.0031523809998361685,0.0,510.4453125,0.0
1.0,70.0,0.0032282199999826844,0.0,510.5703125,0.0
1.0,71.0,0.004228219000196987,100.0,510.5703125,0.0
