Epoch,Exitos,Fracasos,WinRate(%)
1.0,9.0,85.0,9.0
2.0,5.0,92.0,5.0
3.0,14.0,82.0,14.0
4.0,11.0,86.0,11.0
5.0,12.0,85.0,12.0
6.0,16.0,84.0,16.0
7.0,16.0,78.0,16.0
8.0,25.0,74.0,25.0
9.0,30.0,69.0,30.0
10.0,26.0,73.0,26.0
