Epoch,Episodio,Tiempo(s),CPU(%),RAM(MB),GPU_mem(MB)
1.0,1.0,0.03125340699989465,53.9,768.96875,8.162109375
1.0,2.0,0.009431799000594765,100.0,768.9765625,8.162109375
1.0,3.0,0.0036120559998380486,100.0,768.9765625,8.162109375
1.0,4.0,0.0045552200008387445,100.0,768.98046875,8.162109375
1.0,5.0,0.060286989999440266,92.3,769.00390625,8.162109375
1.0,6.0,0.020719996999105206,100.0,769.01171875,8.162109375
1.0,7.0,0.009146152000539587,100.0,769.015625,8.162109375
1.0,8.0,0.042559608998999465,100.0,769.0234375,8.162109375
1.0,9.0,0.007915184000012232,100.0,769.0234375,8.162109375
1.0,10.0,0.05938262200106692,100.0,769.0234375,8.162109375
1.0,11.0,0.016266345999611076,100.0,769.0234375,8.162109375
1.0,12.0,0.01373252799930924,100.0,769.0234375,8.162109375
1.0,13.0,0.006722731000991189,100.0,769.0234375,8.162109375
1.0,14.0,0.010168678998525138,100.0,769.0234375,8.162109375
1.0,15.0,0.017053108000254724,100.0,769.0234375,8.162109375
1.0,16.0,1.057220315999075,70.6,973.73046875,16.2880859375
1.0,17.0,0.0016170430008060066,100.0,973.73828125,16.2880859375
1.0,18.0,0.0034766239987220615,0.0,973.75390625,16.2880859375
1.0,19.0,0.00926564099972893,50.0,973.76953125,16.2880859375
1.0,20.0,0.026198266999927,60.0,973.78515625,16.2880859375
1.0,21.0,0.026902542000243557,100.0,973.8046875,16.2880859375
1.0,22.0,0.003349268999954802,0.0,973.8125,16.2880859375
1.0,23.0,0.0077420550005626865,100.0,973.82421875,16.2880859375
1.0,24.0,0.010486893999768654,33.3,973.83984375,16.2880859375
1.0,25.0,0.003217946001313976,0.0,973.84375,16.2880859375
1.0,26.0,0.00912976899962814,50.0,973.8515625,16.2880859375
1.0,27.0,0.004852445001233718,100.0,973.86328125,16.2880859375
1.0,28.0,0.006522935000248253,50.0,973.86328125,16.2880859375
1.0,29.0,0.0090949189998355,50.0,973.87890625,16.2880859375
1.0,30.0,0.003984377999586286,100.0,973.88671875,16.2880859375
1.0,31.0,0.017178012001750176,50.0,973.90234375,16.2880859375
1.0,32.0,0.012532396998722106,50.0,973.90234375,16.2880859375
1.0,33.0,0.028097541000533965,50.0,973.93359375,16.2880859375
