test,num_evaluacion,partida_eval,ganado,movimientos
Random DeepQ,24,34,1,3
Random DeepQ,24,35,1,4
Random DeepQ,24,36,1,3
Random DeepQ,24,37,1,4
Random DeepQ,24,38,0,4
Random DeepQ,24,39,0,4
Random DeepQ,24,40,0,4
Random DeepQ,24,41,0,3
Random DeepQ,24,42,0,4
Random DeepQ,24,43,0,3
Random DeepQ,24,44,0,5
Random DeepQ,24,45,1,3
Random DeepQ,24,46,0,3
Random DeepQ,24,47,1,3
Random DeepQ,24,48,1,3
Random DeepQ,24,49,1,5
Random DeepQ,24,50,0,4
Random DeepQ,24,51,1,4
Random DeepQ,24,52,0,3
Random DeepQ,24,53,0,5
Random DeepQ,24,54,0,4
Random DeepQ,24,55,1,4
Random DeepQ,24,56,0,4
Random DeepQ,24,57,1,3
Random DeepQ,24,58,0,4
Random DeepQ,24,59,0,3
Random DeepQ,24,60,0,3
Random DeepQ,24,61,1,5
Random DeepQ,24,62,0,3
Random DeepQ,24,63,1,4
Random DeepQ,24,64,0,4
Random DeepQ,24,65,1,3
Random DeepQ,24,66,0,4
Random DeepQ,24,67,1,5
Random DeepQ,24,68,0,3
Random DeepQ,24,69,1,4
Random DeepQ,24,70,0,4
Random DeepQ,24,71,0,3
Random DeepQ,24,72,0,2
Random DeepQ,24,73,0,4
Random DeepQ,24,74,1,4
Random DeepQ,24,75,0,4
Random DeepQ,24,76,0,3
Random DeepQ,24,77,0,4
Random DeepQ,24,78,0,4
Random DeepQ,24,79,0,4
Random DeepQ,24,80,0,4
Random DeepQ,24,81,1,5
Random DeepQ,24,82,0,4
Random DeepQ,24,83,1,5
Random DeepQ,24,84,0,3
Random DeepQ,24,85,1,5
Random DeepQ,24,86,1,3
Random DeepQ,24,87,0,5
Random DeepQ,24,88,0,4
Random DeepQ,24,89,0,4
Random DeepQ,24,90,1,4
Random DeepQ,24,91,1,5
Random DeepQ,24,92,0,4
Random DeepQ,24,93,1,5
Random DeepQ,24,94,1,4
Random DeepQ,24,95,1,3
Random DeepQ,24,96,0,4
Random DeepQ,24,97,0,3
Random DeepQ,24,98,1,3
Random DeepQ,24,99,0,5
Random DeepQ,24,100,0,4
Random DeepQ,25,1,0,4
Random DeepQ,25,2,0,3
Random DeepQ,25,3,0,5
Random DeepQ,25,4,0,5
Random DeepQ,25,5,1,4
Random DeepQ,25,6,0,2
Random DeepQ,25,7,0,5
Random DeepQ,25,8,1,3
Random DeepQ,25,9,0,5
Random DeepQ,25,10,0,3
Random DeepQ,25,11,1,3
Random DeepQ,25,12,0,3
Random DeepQ,25,13,0,4
Random DeepQ,25,14,0,2
Random DeepQ,25,15,1,3
Random DeepQ,25,16,0,5
Random DeepQ,25,17,1,4
Random DeepQ,25,18,0,4
Random DeepQ,25,19,1,4
Random DeepQ,25,20,1,4
Random DeepQ,25,21,0,4
Random DeepQ,25,22,0,5
Random DeepQ,25,23,1,5
Random DeepQ,25,24,0,4
Random DeepQ,25,25,0,3
Random DeepQ,25,26,0,4
Random DeepQ,25,27,1,5
Random DeepQ,25,28,0,3
Random DeepQ,25,29,1,4
Random DeepQ,25,30,0,4
Random DeepQ,25,31,0,4
Random DeepQ,25,32,0,4
Random DeepQ,25,33,0,5
Random DeepQ,25,34,0,3
Random DeepQ,25,35,0,4
Random DeepQ,25,36,1,4
Random DeepQ,25,37,1,3
Random DeepQ,25,38,1,4
Random DeepQ,25,39,1,4
Random DeepQ,25,40,0,4
Random DeepQ,25,41,0,4
Random DeepQ,25,42,0,4
Random DeepQ,25,43,1,4
Random DeepQ,25,44,0,4
Random DeepQ,25,45,1,4
Random DeepQ,25,46,0,3
Random DeepQ,25,47,0,5
Random DeepQ,25,48,0,5
Random DeepQ,25,49,1,4
Random DeepQ,25,50,0,4
Random DeepQ,25,51,0,3
Random DeepQ,25,52,0,5
Random DeepQ,25,53,0,5
Random DeepQ,25,54,0,2
Random DeepQ,25,55,1,4
Random DeepQ,25,56,0,3
Random DeepQ,25,57,1,5
Random DeepQ,25,58,0,4
Random DeepQ,25,59,0,5
Random DeepQ,25,60,0,4
Random DeepQ,25,61,0,3
Random DeepQ,25,62,0,4
Random DeepQ,25,63,0,4
Random DeepQ,25,64,1,3
Random DeepQ,25,65,0,3
Random DeepQ,25,66,0,5
Random DeepQ,25,67,1,3
Random DeepQ,25,68,0,4
Random DeepQ,25,69,0,3
Random DeepQ,25,70,1,4
Random DeepQ,25,71,1,5
Random DeepQ,25,72,0,4
Random DeepQ,25,73,1,5
Random DeepQ,25,74,1,3
Random DeepQ,25,75,1,5
Random DeepQ,25,76,0,2
Random DeepQ,25,77,1,4
Random DeepQ,25,78,0,3
Random DeepQ,25,79,0,4
Random DeepQ,25,80,0,4
Random DeepQ,25,81,0,3
Random DeepQ,25,82,1,3
Random DeepQ,25,83,0,5
Random DeepQ,25,84,1,4
Random DeepQ,25,85,1,4
Random DeepQ,25,86,0,5
Random DeepQ,25,87,1,5
Random DeepQ,25,88,0,4
Random DeepQ,25,89,0,3
Random DeepQ,25,90,0,5
Random DeepQ,25,91,1,5
Random DeepQ,25,92,0,4
Random DeepQ,25,93,1,5
Random DeepQ,25,94,0,4
Random DeepQ,25,95,1,4
Random DeepQ,25,96,1,4
Random DeepQ,25,97,0,5
Random DeepQ,25,98,0,4
Random DeepQ,25,99,0,4
Random DeepQ,25,100,0,4
Random DeepQ,26,1,1,3
Random DeepQ,26,2,0,4
Random DeepQ,26,3,1,3
Random DeepQ,26,4,0,4
Random DeepQ,26,5,0,3
Random DeepQ,26,6,1,4
Random DeepQ,26,7,0,5
Random DeepQ,26,8,0,4
Random DeepQ,26,9,1,5
Random DeepQ,26,10,0,3
Random DeepQ,26,11,1,3
Random DeepQ,26,12,0,4
Random DeepQ,26,13,0,4
Random DeepQ,26,14,1,4
Random DeepQ,26,15,0,5
Random DeepQ,26,16,0,3
Random DeepQ,26,17,1,3
Random DeepQ,26,18,0,5
Random DeepQ,26,19,1,3
Random DeepQ,26,20,0,4
Random DeepQ,26,21,0,3
Random DeepQ,26,22,1,4
Random DeepQ,26,23,1,4
Random DeepQ,26,24,0,4
Random DeepQ,26,25,0,3
Random DeepQ,26,26,0,4
Random DeepQ,26,27,0,5
Random DeepQ,26,28,1,4
Random DeepQ,26,29,0,4
Random DeepQ,26,30,0,4
Random DeepQ,26,31,0,3
Random DeepQ,26,32,0,4
Random DeepQ,26,33,1,4
Random DeepQ,26,34,0,4
Random DeepQ,26,35,0,3
Random DeepQ,26,36,0,5
Random DeepQ,26,37,0,3
Random DeepQ,26,38,0,4
Random DeepQ,26,39,1,5
Random DeepQ,26,40,0,4
Random DeepQ,26,41,1,5
Random DeepQ,26,42,0,3
Random DeepQ,26,43,1,5
Random DeepQ,26,44,0,3
Random DeepQ,26,45,1,4
Random DeepQ,26,46,1,4
Random DeepQ,26,47,1,3
Random DeepQ,26,48,0,4
Random DeepQ,26,49,0,4
Random DeepQ,26,50,0,2
Random DeepQ,26,51,1,5
Random DeepQ,26,52,0,4
Random DeepQ,26,53,0,5
Random DeepQ,26,54,1,3
Random DeepQ,26,55,1,5
Random DeepQ,26,56,0,5
Random DeepQ,26,57,1,5
Random DeepQ,26,58,0,3
Random DeepQ,26,59,0,4
Random DeepQ,26,60,0,5
Random DeepQ,26,61,1,3
Random DeepQ,26,62,1,3
Random DeepQ,26,63,1,3
Random DeepQ,26,64,0,4
Random DeepQ,26,65,1,5
Random DeepQ,26,66,0,2
Random DeepQ,26,67,0,3
Random DeepQ,26,68,0,4
Random DeepQ,26,69,0,5
Random DeepQ,26,70,1,4
Random DeepQ,26,71,1,4
Random DeepQ,26,72,0,4
Random DeepQ,26,73,0,4
Random DeepQ,26,74,0,2
Random DeepQ,26,75,1,4
Random DeepQ,26,76,1,4
Random DeepQ,26,77,1,4
Random DeepQ,26,78,0,3
Random DeepQ,26,79,0,5
Random DeepQ,26,80,0,4
Random DeepQ,26,81,1,5
Random DeepQ,26,82,0,4
Random DeepQ,26,83,0,3
Random DeepQ,26,84,1,4
Random DeepQ,26,85,0,4
Random DeepQ,26,86,1,4
Random DeepQ,26,87,0,4
Random DeepQ,26,88,0,2
Random DeepQ,26,89,0,5
Random DeepQ,26,90,1,3
Random DeepQ,26,91,1,4
Random DeepQ,26,92,1,4
Random DeepQ,26,93,1,4
Random DeepQ,26,94,0,3
Random DeepQ,26,95,1,3
Random DeepQ,26,96,0,4
Random DeepQ,26,97,0,4
Random DeepQ,26,98,0,3
Random DeepQ,26,99,1,3
Random DeepQ,26,100,0,4
Random DeepQ,27,1,1,4
Random DeepQ,27,2,0,4
Random DeepQ,27,3,0,4
Random DeepQ,27,4,0,4
Random DeepQ,27,5,1,3
Random DeepQ,27,6,0,4
Random DeepQ,27,7,0,4
Random DeepQ,27,8,0,4
Random DeepQ,27,9,0,3
Random DeepQ,27,10,0,3
Random DeepQ,27,11,0,4
Random DeepQ,27,12,0,4
Random DeepQ,27,13,1,4
Random DeepQ,27,14,0,2
Random DeepQ,27,15,0,5
Random DeepQ,27,16,0,3
Random DeepQ,27,17,1,5
Random DeepQ,27,18,0,3
Random DeepQ,27,19,0,5
Random DeepQ,27,20,0,2
Random DeepQ,27,21,0,4
Random DeepQ,27,22,0,4
Random DeepQ,27,23,1,3
Random DeepQ,27,24,1,3
Random DeepQ,27,25,1,4
Random DeepQ,27,26,0,3
Random DeepQ,27,27,0,5
Random DeepQ,27,28,0,3
Random DeepQ,27,29,0,3
Random DeepQ,27,30,0,5
Random DeepQ,27,31,0,5
Random DeepQ,27,32,0,4
Random DeepQ,27,33,0,4
Random DeepQ,27,34,0,3
Random DeepQ,27,35,1,4
Random DeepQ,27,36,0,3
Random DeepQ,27,37,1,4
Random DeepQ,27,38,0,3
Random DeepQ,27,39,1,5
Random DeepQ,27,40,0,3
Random DeepQ,27,41,0,5
Random DeepQ,27,42,1,5
Random DeepQ,27,43,0,4
Random DeepQ,27,44,0,4
Random DeepQ,27,45,1,5
Random DeepQ,27,46,0,4
Random DeepQ,27,47,1,4
Random DeepQ,27,48,1,4
Random DeepQ,27,49,1,4
Random DeepQ,27,50,0,4
Random DeepQ,27,51,1,4
Random DeepQ,27,52,0,3
Random DeepQ,27,53,0,4
Random DeepQ,27,54,1,3
Random DeepQ,27,55,0,4
Random DeepQ,27,56,0,2
Random DeepQ,27,57,1,5
Random DeepQ,27,58,0,2
Random DeepQ,27,59,0,4
Random DeepQ,27,60,0,4
Random DeepQ,27,61,0,4
Random DeepQ,27,62,0,5
Random DeepQ,27,63,1,4
Random DeepQ,27,64,0,3
Random DeepQ,27,65,1,4
Random DeepQ,27,66,0,5
Random DeepQ,27,67,0,4
Random DeepQ,27,68,0,4
Random DeepQ,27,69,0,5
Random DeepQ,27,70,0,3
Random DeepQ,27,71,1,5
Random DeepQ,27,72,0,4
Random DeepQ,27,73,0,5
Random DeepQ,27,74,0,4
Random DeepQ,27,75,1,4
Random DeepQ,27,76,0,3
Random DeepQ,27,77,0,3
Random DeepQ,27,78,0,3
Random DeepQ,27,79,1,4
Random DeepQ,27,80,0,4
Random DeepQ,27,81,0,3
Random DeepQ,27,82,0,4
Random DeepQ,27,83,1,5
Random DeepQ,27,84,0,2
Random DeepQ,27,85,1,4
Random DeepQ,27,86,0,3
Random DeepQ,27,87,1,5
Random DeepQ,27,88,1,4
Random DeepQ,27,89,0,5
Random DeepQ,27,90,0,5
Random DeepQ,27,91,1,4
Random DeepQ,27,92,0,2
Random DeepQ,27,93,0,3
Random DeepQ,27,94,0,4
Random DeepQ,27,95,0,4
Random DeepQ,27,96,1,3
Random DeepQ,27,97,1,4
Random DeepQ,27,98,0,4
Random DeepQ,27,99,1,3
Random DeepQ,27,100,0,3
Random DeepQ,28,1,1,5
Random DeepQ,28,2,0,2
Random DeepQ,28,3,1,4
Random DeepQ,28,4,0,3
Random DeepQ,28,5,1,5
Random DeepQ,28,6,0,4
Random DeepQ,28,7,0,4
Random DeepQ,28,8,0,4
Random DeepQ,28,9,1,4
Random DeepQ,28,10,0,4
Random DeepQ,28,11,1,4
Random DeepQ,28,12,1,4
Random DeepQ,28,13,0,4
Random DeepQ,28,14,0,4
Random DeepQ,28,15,0,4
Random DeepQ,28,16,1,3
Random DeepQ,28,17,1,4
Random DeepQ,28,18,0,3
Random DeepQ,28,19,1,4
Random DeepQ,28,20,0,3
Random DeepQ,28,21,1,4
Random DeepQ,28,22,0,4
Random DeepQ,28,23,0,4
Random DeepQ,28,24,0,4
Random DeepQ,28,25,1,4
Random DeepQ,28,26,1,4
Random DeepQ,28,27,1,4
Random DeepQ,28,28,1,3
Random DeepQ,28,29,1,4
Random DeepQ,28,30,0,3
Random DeepQ,28,31,0,3
Random DeepQ,28,32,0,4
Random DeepQ,28,33,0,3
Random DeepQ,28,34,0,4
Random DeepQ,28,35,0,4
Random DeepQ,28,36,0,3
Random DeepQ,28,37,0,4
Random DeepQ,28,38,0,4
Random DeepQ,28,39,1,4
Random DeepQ,28,40,0,2
Random DeepQ,28,41,1,5
Random DeepQ,28,42,0,3
Random DeepQ,28,43,0,4
Random DeepQ,28,44,0,3
Random DeepQ,28,45,1,3
Random DeepQ,28,46,0,4
Random DeepQ,28,47,0,4
Random DeepQ,28,48,1,4
Random DeepQ,28,49,1,5
Random DeepQ,28,50,0,4
Random DeepQ,28,51,1,4
Random DeepQ,28,52,0,3
Random DeepQ,28,53,1,3
Random DeepQ,28,54,0,4
Random DeepQ,28,55,0,3
Random DeepQ,28,56,0,3
Random DeepQ,28,57,1,4
Random DeepQ,28,58,0,2
Random DeepQ,28,59,0,3
Random DeepQ,28,60,0,5
Random DeepQ,28,61,0,4
Random DeepQ,28,62,0,3
Random DeepQ,28,63,1,4
Random DeepQ,28,64,0,4
Random DeepQ,28,65,0,4
Random DeepQ,28,66,0,5
Random DeepQ,28,67,1,4
Random DeepQ,28,68,0,3
Random DeepQ,28,69,0,4
Random DeepQ,28,70,0,4
Random DeepQ,28,71,0,4
Random DeepQ,28,72,0,4
Random DeepQ,28,73,1,4
Random DeepQ,28,74,1,3
Random DeepQ,28,75,1,5
Random DeepQ,28,76,0,5
Random DeepQ,28,77,1,3
Random DeepQ,28,78,0,3
Random DeepQ,28,79,1,4
Random DeepQ,28,80,0,4
Random DeepQ,28,81,1,4
Random DeepQ,28,82,0,4
Random DeepQ,28,83,1,3
Random DeepQ,28,84,0,5
Random DeepQ,28,85,0,4
Random DeepQ,28,86,0,4
Random DeepQ,28,87,1,5
Random DeepQ,28,88,0,4
Random DeepQ,28,89,1,4
Random DeepQ,28,90,0,3
Random DeepQ,28,91,1,4
Random DeepQ,28,92,1,5
Random DeepQ,28,93,1,5
Random DeepQ,28,94,0,4
Random DeepQ,28,95,1,4
Random DeepQ,28,96,0,3
Random DeepQ,28,97,0,4
Random DeepQ,28,98,0,4
Random DeepQ,28,99,1,3
Random DeepQ,28,100,1,3
Random DeepQ,29,1,1,3
Random DeepQ,29,2,0,3
Random DeepQ,29,3,0,4
Random DeepQ,29,4,0,4
Random DeepQ,29,5,0,5
Random DeepQ,29,6,0,2
Random DeepQ,29,7,1,4
Random DeepQ,29,8,0,3
Random DeepQ,29,9,1,3
Random DeepQ,29,10,0,4
Random DeepQ,29,11,0,4
Random DeepQ,29,12,0,4
Random DeepQ,29,13,1,4
Random DeepQ,29,14,0,4
Random DeepQ,29,15,1,4
Random DeepQ,29,16,0,4
Random DeepQ,29,17,1,5
Random DeepQ,29,18,0,2
Random DeepQ,29,19,1,4
Random DeepQ,29,20,0,4
Random DeepQ,29,21,1,4
Random DeepQ,29,22,0,4
Random DeepQ,29,23,1,5
Random DeepQ,29,24,0,3
Random DeepQ,29,25,1,4
Random DeepQ,29,26,0,5
Random DeepQ,29,27,1,4
Random DeepQ,29,28,0,4
Random DeepQ,29,29,1,3
Random DeepQ,29,30,0,5
Random DeepQ,29,31,0,5
Random DeepQ,29,32,0,5
Random DeepQ,29,33,1,5
Random DeepQ,29,34,0,3
Random DeepQ,29,35,0,5
Random DeepQ,29,36,0,4
Random DeepQ,29,37,1,5
Random DeepQ,29,38,0,4
Random DeepQ,29,39,1,4
Random DeepQ,29,40,0,3
Random DeepQ,29,41,0,3
Random DeepQ,29,42,0,3
Random DeepQ,29,43,0,4
Random DeepQ,29,44,0,5
Random DeepQ,29,45,0,5
Random DeepQ,29,46,0,4
Random DeepQ,29,47,1,3
Random DeepQ,29,48,0,2
Random DeepQ,29,49,0,3
Random DeepQ,29,50,0,4
Random DeepQ,29,51,1,3
Random DeepQ,29,52,0,2
Random DeepQ,29,53,1,3
Random DeepQ,29,54,0,3
Random DeepQ,29,55,1,5
Random DeepQ,29,56,1,4
Random DeepQ,29,57,1,4
Random DeepQ,29,58,0,3
Random DeepQ,29,59,1,5
Random DeepQ,29,60,0,5
Random DeepQ,29,61,1,4
Random DeepQ,29,62,0,4
Random DeepQ,29,63,1,4
Random DeepQ,29,64,0,4
Random DeepQ,29,65,1,4
Random DeepQ,29,66,0,5
Random DeepQ,29,67,1,4
Random DeepQ,29,68,0,4
Random DeepQ,29,69,0,4
Random DeepQ,29,70,0,4
Random DeepQ,29,71,1,3
Random DeepQ,29,72,0,4
Random DeepQ,29,73,0,4
Random DeepQ,29,74,0,5
Random DeepQ,29,75,1,5
Random DeepQ,29,76,0,4
Random DeepQ,29,77,1,5
Random DeepQ,29,78,0,2
Random DeepQ,29,79,0,5
Random DeepQ,29,80,0,4
Random DeepQ,29,81,1,4
Random DeepQ,29,82,0,4
Random DeepQ,29,83,0,3
Random DeepQ,29,84,0,3
Random DeepQ,29,85,1,5
Random DeepQ,29,86,0,3
Random DeepQ,29,87,0,5
Random DeepQ,29,88,0,4
Random DeepQ,29,89,1,4
Random DeepQ,29,90,0,2
Random DeepQ,29,91,0,4
Random DeepQ,29,92,0,4
Random DeepQ,29,93,0,4
Random DeepQ,29,94,0,5
Random DeepQ,29,95,1,5
Random DeepQ,29,96,0,3
Random DeepQ,29,97,0,4
Random DeepQ,29,98,0,3
Random DeepQ,29,99,1,4
Random DeepQ,29,100,0,3
Random DeepQ,30,1,1,4
Random DeepQ,30,2,1,5
Random DeepQ,30,3,1,5
Random DeepQ,30,4,0,3
Random DeepQ,30,5,0,4
Random DeepQ,30,6,0,4
Random DeepQ,30,7,0,4
Random DeepQ,30,8,1,4
Random DeepQ,30,9,1,4
Random DeepQ,30,10,1,4
Random DeepQ,30,11,1,5
Random DeepQ,30,12,0,2
Random DeepQ,30,13,0,4
Random DeepQ,30,14,0,4
Random DeepQ,30,15,0,4
Random DeepQ,30,16,0,3
Random DeepQ,30,17,0,4
Random DeepQ,30,18,1,4
Random DeepQ,30,19,0,4
Random DeepQ,30,20,0,3
Random DeepQ,30,21,0,4
Random DeepQ,30,22,0,4
Random DeepQ,30,23,1,4
Random DeepQ,30,24,0,2
Random DeepQ,30,25,0,3
Random DeepQ,30,26,0,5
Random DeepQ,30,27,0,4
Random DeepQ,30,28,0,3
Random DeepQ,30,29,0,4
Random DeepQ,30,30,0,3
Random DeepQ,30,31,0,4
Random DeepQ,30,32,0,3
Random DeepQ,30,33,1,4
Random DeepQ,30,34,1,4
Random DeepQ,30,35,0,5
Random DeepQ,30,36,0,4
Random DeepQ,30,37,0,5
Random DeepQ,30,38,0,4
Random DeepQ,30,39,1,4
Random DeepQ,30,40,0,3
Random DeepQ,30,41,1,5
Random DeepQ,30,42,0,4
Random DeepQ,30,43,0,5
Random DeepQ,30,44,0,4
Random DeepQ,30,45,1,4
Random DeepQ,30,46,0,4
Random DeepQ,30,47,1,5
Random DeepQ,30,48,0,3
Random DeepQ,30,49,0,4
Random DeepQ,30,50,0,4
Random DeepQ,30,51,1,4
Random DeepQ,30,52,0,4
Random DeepQ,30,53,1,4
Random DeepQ,30,54,0,3
Random DeepQ,30,55,1,4
Random DeepQ,30,56,1,4
Random DeepQ,30,57,1,3
Random DeepQ,30,58,0,2
Random DeepQ,30,59,0,4
Random DeepQ,30,60,1,4
Random DeepQ,30,61,1,3
Random DeepQ,30,62,0,3
Random DeepQ,30,63,0,3
Random DeepQ,30,64,0,3
Random DeepQ,30,65,1,4
Random DeepQ,30,66,0,4
Random DeepQ,30,67,1,5
Random DeepQ,30,68,0,4
Random DeepQ,30,69,1,3
Random DeepQ,30,70,0,4
Random DeepQ,30,71,1,5
Random DeepQ,30,72,1,4
Random DeepQ,30,73,1,4
Random DeepQ,30,74,0,2
Random DeepQ,30,75,0,4
Random DeepQ,30,76,0,3
Random DeepQ,30,77,1,5
Random DeepQ,30,78,0,3
Random DeepQ,30,79,0,5
Random DeepQ,30,80,0,4
Random DeepQ,30,81,1,4
Random DeepQ,30,82,0,3
Random DeepQ,30,83,1,3
Random DeepQ,30,84,0,3
Random DeepQ,30,85,1,4
Random DeepQ,30,86,0,4
Random DeepQ,30,87,0,3
Random DeepQ,30,88,0,4
Random DeepQ,30,89,1,4
Random DeepQ,30,90,1,4
Random DeepQ,30,91,1,4
Random DeepQ,30,92,1,4
Random DeepQ,30,93,1,4
Random DeepQ,30,94,1,3
Random DeepQ,30,95,1,3
Random DeepQ,30,96,0,4
Random DeepQ,30,97,1,5
Random DeepQ,30,98,0,3
Random DeepQ,30,99,0,4
Random DeepQ,30,100,0,4
Random DeepQ,31,1,1,5
Random DeepQ,31,2,0,5
Random DeepQ,31,3,0,5
Random DeepQ,31,4,1,4
Random DeepQ,31,5,0,4
Random DeepQ,31,6,1,5
Random DeepQ,31,7,0,4
Random DeepQ,31,8,0,4
Random DeepQ,31,9,1,5
Random DeepQ,31,10,0,2
Random DeepQ,31,11,1,5
Random DeepQ,31,12,0,2
Random DeepQ,31,13,0,5
Random DeepQ,31,14,0,3
Random DeepQ,31,15,0,5
Random DeepQ,31,16,0,5
Random DeepQ,31,17,0,3
Random DeepQ,31,18,0,3
Random DeepQ,31,19,1,3
Random DeepQ,31,20,1,4
Random DeepQ,31,21,1,3
Random DeepQ,31,22,1,3
Random DeepQ,31,23,0,4
Random DeepQ,31,24,1,4
Random DeepQ,31,25,0,3
Random DeepQ,31,26,0,4
Random DeepQ,31,27,1,4
Random DeepQ,31,28,0,4
Random DeepQ,31,29,0,3
Random DeepQ,31,30,0,3
Random DeepQ,31,31,1,3
Random DeepQ,31,32,0,5
Random DeepQ,31,33,1,5
Random DeepQ,31,34,0,4
Random DeepQ,31,35,1,3
Random DeepQ,31,36,0,3
Random DeepQ,31,37,1,5
Random DeepQ,31,38,0,3
Random DeepQ,31,39,1,3
Random DeepQ,31,40,0,3
Random DeepQ,31,41,1,5
Random DeepQ,31,42,1,4
Random DeepQ,31,43,1,4
Random DeepQ,31,44,0,4
Random DeepQ,31,45,0,3
Random DeepQ,31,46,0,4
Random DeepQ,31,47,0,5
Random DeepQ,31,48,0,3
Random DeepQ,31,49,0,4
Random DeepQ,31,50,0,4
Random DeepQ,31,51,0,5
Random DeepQ,31,52,0,3
Random DeepQ,31,53,1,4
Random DeepQ,31,54,0,5
Random DeepQ,31,55,0,3
Random DeepQ,31,56,0,4
Random DeepQ,31,57,1,4
Random DeepQ,31,58,0,5
Random DeepQ,31,59,0,3
Random DeepQ,31,60,1,4
Random DeepQ,31,61,1,3
Random DeepQ,31,62,1,3
Random DeepQ,31,63,0,5
Random DeepQ,31,64,0,3
Random DeepQ,31,65,1,4
Random DeepQ,31,66,1,3
Random DeepQ,31,67,0,4
Random DeepQ,31,68,0,4
Random DeepQ,31,69,1,4
Random DeepQ,31,70,1,3
Random DeepQ,31,71,1,5
Random DeepQ,31,72,1,4
Random DeepQ,31,73,1,4
Random DeepQ,31,74,0,4
Random DeepQ,31,75,1,4
Random DeepQ,31,76,1,3
Random DeepQ,31,77,0,4
Random DeepQ,31,78,0,3
Random DeepQ,31,79,0,4
Random DeepQ,31,80,0,4
Random DeepQ,31,81,0,3
Random DeepQ,31,82,0,4
Random DeepQ,31,83,1,5
Random DeepQ,31,84,0,3
Random DeepQ,31,85,0,5
Random DeepQ,31,86,1,4
Random DeepQ,31,87,1,4
Random DeepQ,31,88,0,3
Random DeepQ,31,89,1,4
Random DeepQ,31,90,0,3
Random DeepQ,31,91,0,5
Random DeepQ,31,92,0,4
Random DeepQ,31,93,0,5
Random DeepQ,31,94,0,4
Random DeepQ,31,95,0,3
Random DeepQ,31,96,0,2
Random DeepQ,31,97,1,3
Random DeepQ,31,98,0,4
Random DeepQ,31,99,1,5
Random DeepQ,31,100,0,4
Random DeepQ,32,1,1,5
Random DeepQ,32,2,1,3
Random DeepQ,32,3,1,4
Random DeepQ,32,4,0,4
Random DeepQ,32,5,1,3
Random DeepQ,32,6,1,4
Random DeepQ,32,7,1,3
Random DeepQ,32,8,0,3
Random DeepQ,32,9,0,5
Random DeepQ,32,10,0,3
Random DeepQ,32,11,1,5
Random DeepQ,32,12,0,4
Random DeepQ,32,13,0,4
Random DeepQ,32,14,0,4
Random DeepQ,32,15,1,4
Random DeepQ,32,16,0,2
Random DeepQ,32,17,0,5
Random DeepQ,32,18,0,5
Random DeepQ,32,19,0,5
Random DeepQ,32,20,0,4
Random DeepQ,32,21,1,5
Random DeepQ,32,22,0,3
Random DeepQ,32,23,0,3
Random DeepQ,32,24,0,4
Random DeepQ,32,25,0,5
Random DeepQ,32,26,1,4
Random DeepQ,32,27,1,3
Random DeepQ,32,28,0,4
Random DeepQ,32,29,1,5
Random DeepQ,32,30,0,4
Random DeepQ,32,31,0,3
Random DeepQ,32,32,0,4
Random DeepQ,32,33,1,5
Random DeepQ,32,34,0,2
Random DeepQ,32,35,1,5
Random DeepQ,32,36,0,3
Random DeepQ,32,37,0,5
Random DeepQ,32,38,0,3
Random DeepQ,32,39,0,5
Random DeepQ,32,40,0,4
Random DeepQ,32,41,1,4
Random DeepQ,32,42,0,4
Random DeepQ,32,43,1,5
Random DeepQ,32,44,0,3
Random DeepQ,32,45,0,5
Random DeepQ,32,46,0,2
Random DeepQ,32,47,0,4
Random DeepQ,32,48,0,4
Random DeepQ,32,49,1,4
Random DeepQ,32,50,0,3
Random DeepQ,32,51,1,5
Random DeepQ,32,52,0,3
Random DeepQ,32,53,1,5
Random DeepQ,32,54,0,3
Random DeepQ,32,55,1,4
Random DeepQ,32,56,0,2
Random DeepQ,32,57,1,3
Random DeepQ,32,58,0,2
Random DeepQ,32,59,0,5
Random DeepQ,32,60,0,4
Random DeepQ,32,61,1,5
Random DeepQ,32,62,1,3
Random DeepQ,32,63,1,4
Random DeepQ,32,64,0,4
Random DeepQ,32,65,1,5
Random DeepQ,32,66,0,3
Random DeepQ,32,67,1,4
Random DeepQ,32,68,1,3
Random DeepQ,32,69,0,3
Random DeepQ,32,70,0,4
Random DeepQ,32,71,1,3
Random DeepQ,32,72,0,4
Random DeepQ,32,73,1,4
Random DeepQ,32,74,1,3
Random DeepQ,32,75,0,5
Random DeepQ,32,76,0,4
Random DeepQ,32,77,0,4
Random DeepQ,32,78,0,4
Random DeepQ,32,79,0,5
Random DeepQ,32,80,0,5
Random DeepQ,32,81,1,3
Random DeepQ,32,82,0,3
Random DeepQ,32,83,1,5
Random DeepQ,32,84,1,4
Random DeepQ,32,85,0,4
Random DeepQ,32,86,0,3
Random DeepQ,32,87,1,5
Random DeepQ,32,88,0,3
Random DeepQ,32,89,1,4
Random DeepQ,32,90,0,4
Random DeepQ,32,91,1,4
Random DeepQ,32,92,0,4
Random DeepQ,32,93,1,5
Random DeepQ,32,94,0,4
Random DeepQ,32,95,0,4
Random DeepQ,32,96,0,5
Random DeepQ,32,97,0,4
Random DeepQ,32,98,0,4
Random DeepQ,32,99,1,4
Random DeepQ,32,100,0,3
Random DeepQ,33,1,0,4
Random DeepQ,33,2,1,3
Random DeepQ,33,3,1,3
Random DeepQ,33,4,0,3
Random DeepQ,33,5,0,4
Random DeepQ,33,6,1,3
