test,num_evaluacion,partida_eval,ganado,movimientos
Random DeepQ,81,24,0,4
Random DeepQ,81,25,1,4
Random DeepQ,81,26,1,3
Random DeepQ,81,27,1,4
Random DeepQ,81,28,0,4
Random DeepQ,81,29,0,4
Random DeepQ,81,30,0,4
Random DeepQ,81,31,1,4
Random DeepQ,81,32,0,3
Random DeepQ,81,33,1,4
Random DeepQ,81,34,0,2
Random DeepQ,81,35,0,5
Random DeepQ,81,36,0,4
Random DeepQ,81,37,0,4
Random DeepQ,81,38,0,4
Random DeepQ,81,39,1,3
Random DeepQ,81,40,0,3
Random DeepQ,81,41,1,5
Random DeepQ,81,42,0,4
Random DeepQ,81,43,1,5
Random DeepQ,81,44,0,4
Random DeepQ,81,45,1,4
Random DeepQ,81,46,1,3
Random DeepQ,81,47,1,5
Random DeepQ,81,48,0,3
Random DeepQ,81,49,0,4
Random DeepQ,81,50,0,3
Random DeepQ,81,51,0,4
Random DeepQ,81,52,1,4
Random DeepQ,81,53,0,5
Random DeepQ,81,54,1,5
Random DeepQ,81,55,0,5
Random DeepQ,81,56,0,3
Random DeepQ,81,57,0,4
Random DeepQ,81,58,0,5
Random DeepQ,81,59,0,4
Random DeepQ,81,60,0,4
Random DeepQ,81,61,1,4
Random DeepQ,81,62,0,4
Random DeepQ,81,63,1,3
Random DeepQ,81,64,0,4
Random DeepQ,81,65,0,4
Random DeepQ,81,66,0,2
Random DeepQ,81,67,1,4
Random DeepQ,81,68,0,4
Random DeepQ,81,69,0,5
Random DeepQ,81,70,0,3
Random DeepQ,81,71,1,5
Random DeepQ,81,72,0,3
Random DeepQ,81,73,1,4
Random DeepQ,81,74,0,4
Random DeepQ,81,75,0,4
Random DeepQ,81,76,0,3
Random DeepQ,81,77,1,4
Random DeepQ,81,78,1,5
Random DeepQ,81,79,1,5
Random DeepQ,81,80,0,4
Random DeepQ,81,81,0,4
Random DeepQ,81,82,0,3
Random DeepQ,81,83,1,5
Random DeepQ,81,84,0,4
Random DeepQ,81,85,1,4
Random DeepQ,81,86,0,2
Random DeepQ,81,87,1,4
Random DeepQ,81,88,0,4
Random DeepQ,81,89,0,3
Random DeepQ,81,90,0,3
Random DeepQ,81,91,1,4
Random DeepQ,81,92,0,4
Random DeepQ,81,93,1,5
Random DeepQ,81,94,0,4
Random DeepQ,81,95,1,4
Random DeepQ,81,96,0,3
Random DeepQ,81,97,1,5
Random DeepQ,81,98,0,5
Random DeepQ,81,99,1,5
Random DeepQ,81,100,0,3
Random DeepQ,82,1,1,5
Random DeepQ,82,2,1,4
Random DeepQ,82,3,0,4
Random DeepQ,82,4,0,3
Random DeepQ,82,5,1,5
Random DeepQ,82,6,0,4
Random DeepQ,82,7,1,4
Random DeepQ,82,8,0,4
Random DeepQ,82,9,1,5
Random DeepQ,82,10,0,3
Random DeepQ,82,11,1,4
Random DeepQ,82,12,0,3
Random DeepQ,82,13,1,5
Random DeepQ,82,14,0,3
Random DeepQ,82,15,0,4
Random DeepQ,82,16,0,4
Random DeepQ,82,17,1,5
Random DeepQ,82,18,0,5
Random DeepQ,82,19,1,5
Random DeepQ,82,20,1,3
Random DeepQ,82,21,1,4
Random DeepQ,82,22,1,3
Random DeepQ,82,23,0,4
Random DeepQ,82,24,0,4
Random DeepQ,82,25,0,5
Random DeepQ,82,26,0,4
Random DeepQ,82,27,0,4
Random DeepQ,82,28,0,5
Random DeepQ,82,29,1,5
Random DeepQ,82,30,1,3
Random DeepQ,82,31,1,4
Random DeepQ,82,32,0,4
Random DeepQ,82,33,1,5
Random DeepQ,82,34,0,4
Random DeepQ,82,35,1,4
Random DeepQ,82,36,0,2
Random DeepQ,82,37,0,5
Random DeepQ,82,38,0,4
Random DeepQ,82,39,0,4
Random DeepQ,82,40,0,5
Random DeepQ,82,41,1,3
Random DeepQ,82,42,0,3
Random DeepQ,82,43,0,4
Random DeepQ,82,44,0,5
Random DeepQ,82,45,0,4
Random DeepQ,82,46,0,5
Random DeepQ,82,47,0,4
Random DeepQ,82,48,0,4
Random DeepQ,82,49,1,4
Random DeepQ,82,50,0,5
Random DeepQ,82,51,1,5
Random DeepQ,82,52,0,4
Random DeepQ,82,53,0,5
Random DeepQ,82,54,0,4
Random DeepQ,82,55,0,3
Random DeepQ,82,56,0,4
Random DeepQ,82,57,0,4
Random DeepQ,82,58,0,3
Random DeepQ,82,59,0,3
Random DeepQ,82,60,0,2
Random DeepQ,82,61,0,3
Random DeepQ,82,62,0,3
Random DeepQ,82,63,0,4
Random DeepQ,82,64,0,3
Random DeepQ,82,65,1,5
Random DeepQ,82,66,0,4
Random DeepQ,82,67,0,3
Random DeepQ,82,68,0,4
Random DeepQ,82,69,1,3
Random DeepQ,82,70,0,3
Random DeepQ,82,71,1,5
Random DeepQ,82,72,0,4
Random DeepQ,82,73,1,4
Random DeepQ,82,74,1,4
Random DeepQ,82,75,0,5
Random DeepQ,82,76,0,3
Random DeepQ,82,77,0,5
Random DeepQ,82,78,0,2
Random DeepQ,82,79,1,5
Random DeepQ,82,80,0,3
Random DeepQ,82,81,1,4
Random DeepQ,82,82,0,3
Random DeepQ,82,83,1,5
Random DeepQ,82,84,0,2
Random DeepQ,82,85,1,4
Random DeepQ,82,86,0,3
Random DeepQ,82,87,0,4
Random DeepQ,82,88,0,4
Random DeepQ,82,89,0,4
Random DeepQ,82,90,0,4
Random DeepQ,82,91,1,5
Random DeepQ,82,92,0,3
Random DeepQ,82,93,1,3
Random DeepQ,82,94,0,5
Random DeepQ,82,95,1,5
Random DeepQ,82,96,0,4
Random DeepQ,82,97,1,5
Random DeepQ,82,98,0,3
Random DeepQ,82,99,1,5
Random DeepQ,82,100,0,4
Random DeepQ,83,1,0,5
Random DeepQ,83,2,0,5
Random DeepQ,83,3,0,4
Random DeepQ,83,4,1,3
Random DeepQ,83,5,0,4
Random DeepQ,83,6,1,4
Random DeepQ,83,7,1,4
Random DeepQ,83,8,0,3
Random DeepQ,83,9,1,4
Random DeepQ,83,10,1,3
Random DeepQ,83,11,1,4
Random DeepQ,83,12,0,3
Random DeepQ,83,13,0,4
Random DeepQ,83,14,0,4
Random DeepQ,83,15,1,5
Random DeepQ,83,16,1,4
Random DeepQ,83,17,0,4
Random DeepQ,83,18,0,3
Random DeepQ,83,19,0,3
Random DeepQ,83,20,0,5
Random DeepQ,83,21,1,4
Random DeepQ,83,22,0,4
Random DeepQ,83,23,1,5
Random DeepQ,83,24,1,4
Random DeepQ,83,25,1,4
Random DeepQ,83,26,0,4
Random DeepQ,83,27,0,4
Random DeepQ,83,28,0,4
Random DeepQ,83,29,0,4
Random DeepQ,83,30,0,4
Random DeepQ,83,31,1,4
Random DeepQ,83,32,0,2
Random DeepQ,83,33,0,4
Random DeepQ,83,34,0,4
Random DeepQ,83,35,0,3
Random DeepQ,83,36,0,4
Random DeepQ,83,37,1,5
Random DeepQ,83,38,0,4
Random DeepQ,83,39,1,4
Random DeepQ,83,40,1,5
Random DeepQ,83,41,1,4
Random DeepQ,83,42,1,4
Random DeepQ,83,43,0,4
Random DeepQ,83,44,0,2
Random DeepQ,83,45,1,4
Random DeepQ,83,46,0,3
Random DeepQ,83,47,0,5
Random DeepQ,83,48,0,4
Random DeepQ,83,49,1,4
Random DeepQ,83,50,1,4
Random DeepQ,83,51,1,5
Random DeepQ,83,52,0,4
Random DeepQ,83,53,1,4
Random DeepQ,83,54,0,4
Random DeepQ,83,55,1,5
Random DeepQ,83,56,0,4
Random DeepQ,83,57,1,3
Random DeepQ,83,58,0,4
Random DeepQ,83,59,0,4
Random DeepQ,83,60,0,3
Random DeepQ,83,61,1,5
Random DeepQ,83,62,0,4
Random DeepQ,83,63,0,5
Random DeepQ,83,64,0,3
Random DeepQ,83,65,0,3
Random DeepQ,83,66,0,4
Random DeepQ,83,67,0,5
Random DeepQ,83,68,0,5
Random DeepQ,83,69,1,5
Random DeepQ,83,70,0,4
Random DeepQ,83,71,1,5
Random DeepQ,83,72,0,4
Random DeepQ,83,73,1,4
Random DeepQ,83,74,0,4
Random DeepQ,83,75,1,5
Random DeepQ,83,76,0,3
Random DeepQ,83,77,0,3
Random DeepQ,83,78,0,3
Random DeepQ,83,79,1,4
Random DeepQ,83,80,0,4
Random DeepQ,83,81,1,3
Random DeepQ,83,82,1,4
Random DeepQ,83,83,0,4
Random DeepQ,83,84,0,3
Random DeepQ,83,85,0,3
Random DeepQ,83,86,1,3
Random DeepQ,83,87,1,5
Random DeepQ,83,88,0,4
Random DeepQ,83,89,1,4
Random DeepQ,83,90,0,4
Random DeepQ,83,91,1,5
Random DeepQ,83,92,1,3
Random DeepQ,83,93,1,4
Random DeepQ,83,94,0,5
Random DeepQ,83,95,0,4
Random DeepQ,83,96,0,3
Random DeepQ,83,97,1,4
Random DeepQ,83,98,0,5
Random DeepQ,83,99,1,3
Random DeepQ,83,100,1,4
Random DeepQ,84,1,1,4
Random DeepQ,84,2,0,4
Random DeepQ,84,3,0,5
Random DeepQ,84,4,0,4
Random DeepQ,84,5,0,5
Random DeepQ,84,6,0,4
Random DeepQ,84,7,0,3
Random DeepQ,84,8,0,3
Random DeepQ,84,9,1,4
Random DeepQ,84,10,0,3
Random DeepQ,84,11,1,5
Random DeepQ,84,12,0,4
Random DeepQ,84,13,1,5
Random DeepQ,84,14,0,2
Random DeepQ,84,15,1,5
Random DeepQ,84,16,0,3
Random DeepQ,84,17,0,4
Random DeepQ,84,18,0,3
Random DeepQ,84,19,0,4
Random DeepQ,84,20,1,4
Random DeepQ,84,21,0,5
Random DeepQ,84,22,0,4
Random DeepQ,84,23,0,4
Random DeepQ,84,24,0,3
Random DeepQ,84,25,0,5
Random DeepQ,84,26,0,5
Random DeepQ,84,27,1,4
Random DeepQ,84,28,0,3
Random DeepQ,84,29,0,4
Random DeepQ,84,30,0,3
Random DeepQ,84,31,0,4
Random DeepQ,84,32,0,3
Random DeepQ,84,33,1,4
Random DeepQ,84,34,0,4
Random DeepQ,84,35,1,4
Random DeepQ,84,36,0,4
Random DeepQ,84,37,0,5
Random DeepQ,84,38,0,4
Random DeepQ,84,39,1,3
Random DeepQ,84,40,1,3
Random DeepQ,84,41,0,4
Random DeepQ,84,42,0,3
Random DeepQ,84,43,0,4
Random DeepQ,84,44,0,3
Random DeepQ,84,45,0,5
Random DeepQ,84,46,0,3
Random DeepQ,84,47,0,3
Random DeepQ,84,48,0,3
Random DeepQ,84,49,0,4
Random DeepQ,84,50,0,4
Random DeepQ,84,51,0,4
Random DeepQ,84,52,0,5
Random DeepQ,84,53,0,4
Random DeepQ,84,54,0,4
Random DeepQ,84,55,0,4
Random DeepQ,84,56,0,4
Random DeepQ,84,57,0,3
Random DeepQ,84,58,0,3
Random DeepQ,84,59,0,5
Random DeepQ,84,60,1,4
Random DeepQ,84,61,1,3
Random DeepQ,84,62,0,3
Random DeepQ,84,63,1,5
Random DeepQ,84,64,1,3
Random DeepQ,84,65,1,4
Random DeepQ,84,66,0,4
Random DeepQ,84,67,0,4
Random DeepQ,84,68,0,3
Random DeepQ,84,69,1,5
Random DeepQ,84,70,0,2
Random DeepQ,84,71,1,5
Random DeepQ,84,72,0,5
Random DeepQ,84,73,0,4
Random DeepQ,84,74,0,3
Random DeepQ,84,75,0,4
Random DeepQ,84,76,0,4
Random DeepQ,84,77,1,4
Random DeepQ,84,78,0,3
Random DeepQ,84,79,0,4
Random DeepQ,84,80,0,4
Random DeepQ,84,81,0,3
Random DeepQ,84,82,0,4
Random DeepQ,84,83,0,3
Random DeepQ,84,84,0,4
Random DeepQ,84,85,0,5
Random DeepQ,84,86,1,5
Random DeepQ,84,87,0,5
Random DeepQ,84,88,0,3
Random DeepQ,84,89,0,5
Random DeepQ,84,90,0,3
Random DeepQ,84,91,1,4
Random DeepQ,84,92,0,3
Random DeepQ,84,93,1,4
Random DeepQ,84,94,0,3
Random DeepQ,84,95,1,4
Random DeepQ,84,96,0,4
Random DeepQ,84,97,0,4
Random DeepQ,84,98,0,2
Random DeepQ,84,99,0,3
Random DeepQ,84,100,0,3
Random DeepQ,85,1,1,4
Random DeepQ,85,2,0,2
Random DeepQ,85,3,1,5
Random DeepQ,85,4,0,3
Random DeepQ,85,5,0,4
Random DeepQ,85,6,0,4
Random DeepQ,85,7,0,3
Random DeepQ,85,8,0,2
Random DeepQ,85,9,0,5
Random DeepQ,85,10,1,4
Random DeepQ,85,11,1,5
Random DeepQ,85,12,1,3
Random DeepQ,85,13,0,4
Random DeepQ,85,14,1,4
Random DeepQ,85,15,1,3
Random DeepQ,85,16,0,3
Random DeepQ,85,17,0,4
Random DeepQ,85,18,1,3
Random DeepQ,85,19,1,5
Random DeepQ,85,20,1,4
Random DeepQ,85,21,1,4
Random DeepQ,85,22,0,3
Random DeepQ,85,23,0,3
Random DeepQ,85,24,0,3
Random DeepQ,85,25,0,4
Random DeepQ,85,26,0,5
Random DeepQ,85,27,0,5
Random DeepQ,85,28,0,3
Random DeepQ,85,29,1,4
Random DeepQ,85,30,0,2
Random DeepQ,85,31,0,4
Random DeepQ,85,32,0,2
Random DeepQ,85,33,0,3
Random DeepQ,85,34,0,4
Random DeepQ,85,35,1,4
Random DeepQ,85,36,0,4
Random DeepQ,85,37,0,3
Random DeepQ,85,38,0,3
Random DeepQ,85,39,0,5
Random DeepQ,85,40,0,5
Random DeepQ,85,41,1,5
Random DeepQ,85,42,0,5
Random DeepQ,85,43,1,4
Random DeepQ,85,44,0,3
Random DeepQ,85,45,0,4
Random DeepQ,85,46,0,2
Random DeepQ,85,47,0,5
Random DeepQ,85,48,0,3
Random DeepQ,85,49,1,4
Random DeepQ,85,50,0,4
Random DeepQ,85,51,0,5
Random DeepQ,85,52,0,3
Random DeepQ,85,53,1,3
Random DeepQ,85,54,0,4
Random DeepQ,85,55,0,5
Random DeepQ,85,56,0,3
Random DeepQ,85,57,1,3
Random DeepQ,85,58,0,2
Random DeepQ,85,59,1,4
Random DeepQ,85,60,0,5
Random DeepQ,85,61,1,4
Random DeepQ,85,62,0,3
Random DeepQ,85,63,0,4
Random DeepQ,85,64,0,4
Random DeepQ,85,65,1,5
Random DeepQ,85,66,0,3
Random DeepQ,85,67,1,5
Random DeepQ,85,68,0,3
Random DeepQ,85,69,1,5
Random DeepQ,85,70,0,3
Random DeepQ,85,71,0,4
Random DeepQ,85,72,0,5
Random DeepQ,85,73,1,5
Random DeepQ,85,74,0,4
Random DeepQ,85,75,1,5
Random DeepQ,85,76,0,2
Random DeepQ,85,77,1,5
Random DeepQ,85,78,0,4
Random DeepQ,85,79,0,3
Random DeepQ,85,80,0,4
Random DeepQ,85,81,1,5
Random DeepQ,85,82,0,4
Random DeepQ,85,83,1,5
Random DeepQ,85,84,0,3
Random DeepQ,85,85,0,5
Random DeepQ,85,86,0,4
Random DeepQ,85,87,1,5
Random DeepQ,85,88,1,3
Random DeepQ,85,89,1,5
Random DeepQ,85,90,0,4
Random DeepQ,85,91,1,5
Random DeepQ,85,92,0,4
Random DeepQ,85,93,0,5
Random DeepQ,85,94,1,3
Random DeepQ,85,95,0,4
Random DeepQ,85,96,0,2
Random DeepQ,85,97,1,5
Random DeepQ,85,98,0,4
Random DeepQ,85,99,0,3
Random DeepQ,85,100,0,4
Random DeepQ,86,1,0,3
Random DeepQ,86,2,0,4
Random DeepQ,86,3,1,3
Random DeepQ,86,4,1,4
Random DeepQ,86,5,1,5
Random DeepQ,86,6,0,3
Random DeepQ,86,7,0,3
Random DeepQ,86,8,0,4
Random DeepQ,86,9,0,4
Random DeepQ,86,10,0,4
Random DeepQ,86,11,0,5
Random DeepQ,86,12,1,4
Random DeepQ,86,13,1,3
Random DeepQ,86,14,0,3
Random DeepQ,86,15,1,5
Random DeepQ,86,16,0,5
Random DeepQ,86,17,1,5
Random DeepQ,86,18,0,2
Random DeepQ,86,19,0,4
Random DeepQ,86,20,0,2
Random DeepQ,86,21,1,4
Random DeepQ,86,22,0,2
Random DeepQ,86,23,1,5
Random DeepQ,86,24,0,4
Random DeepQ,86,25,1,5
Random DeepQ,86,26,0,4
Random DeepQ,86,27,0,4
Random DeepQ,86,28,0,3
Random DeepQ,86,29,0,4
Random DeepQ,86,30,0,5
Random DeepQ,86,31,1,5
Random DeepQ,86,32,0,4
Random DeepQ,86,33,1,5
Random DeepQ,86,34,0,3
Random DeepQ,86,35,0,5
Random DeepQ,86,36,1,3
Random DeepQ,86,37,0,4
Random DeepQ,86,38,0,4
Random DeepQ,86,39,1,5
Random DeepQ,86,40,0,3
Random DeepQ,86,41,1,4
Random DeepQ,86,42,0,3
Random DeepQ,86,43,0,4
Random DeepQ,86,44,1,4
Random DeepQ,86,45,1,4
Random DeepQ,86,46,0,4
Random DeepQ,86,47,1,5
Random DeepQ,86,48,0,4
Random DeepQ,86,49,1,3
Random DeepQ,86,50,0,4
Random DeepQ,86,51,1,5
Random DeepQ,86,52,0,4
Random DeepQ,86,53,1,5
Random DeepQ,86,54,0,5
Random DeepQ,86,55,0,5
Random DeepQ,86,56,1,3
Random DeepQ,86,57,0,4
Random DeepQ,86,58,0,5
Random DeepQ,86,59,0,5
Random DeepQ,86,60,0,4
Random DeepQ,86,61,1,4
Random DeepQ,86,62,0,4
Random DeepQ,86,63,0,4
Random DeepQ,86,64,0,5
Random DeepQ,86,65,1,5
Random DeepQ,86,66,0,2
Random DeepQ,86,67,1,5
Random DeepQ,86,68,0,4
Random DeepQ,86,69,0,3
Random DeepQ,86,70,1,3
Random DeepQ,86,71,1,5
Random DeepQ,86,72,0,4
Random DeepQ,86,73,1,3
Random DeepQ,86,74,1,4
Random DeepQ,86,75,1,4
Random DeepQ,86,76,0,4
Random DeepQ,86,77,0,5
Random DeepQ,86,78,1,4
Random DeepQ,86,79,1,3
Random DeepQ,86,80,1,5
Random DeepQ,86,81,0,4
Random DeepQ,86,82,0,3
Random DeepQ,86,83,1,5
Random DeepQ,86,84,0,3
Random DeepQ,86,85,1,4
Random DeepQ,86,86,0,2
Random DeepQ,86,87,1,5
Random DeepQ,86,88,0,3
Random DeepQ,86,89,1,4
Random DeepQ,86,90,0,3
Random DeepQ,86,91,1,5
Random DeepQ,86,92,0,3
Random DeepQ,86,93,1,5
Random DeepQ,86,94,0,3
Random DeepQ,86,95,1,5
Random DeepQ,86,96,0,4
Random DeepQ,86,97,0,4
Random DeepQ,86,98,0,4
Random DeepQ,86,99,1,4
Random DeepQ,86,100,0,4
Random DeepQ,87,1,1,3
Random DeepQ,87,2,0,2
Random DeepQ,87,3,1,3
Random DeepQ,87,4,0,4
Random DeepQ,87,5,1,5
Random DeepQ,87,6,0,2
Random DeepQ,87,7,1,5
Random DeepQ,87,8,1,5
Random DeepQ,87,9,0,4
Random DeepQ,87,10,0,4
Random DeepQ,87,11,1,4
Random DeepQ,87,12,0,3
Random DeepQ,87,13,1,3
Random DeepQ,87,14,0,3
Random DeepQ,87,15,0,3
Random DeepQ,87,16,0,3
Random DeepQ,87,17,0,4
Random DeepQ,87,18,1,4
Random DeepQ,87,19,0,4
Random DeepQ,87,20,0,5
Random DeepQ,87,21,0,4
Random DeepQ,87,22,1,4
Random DeepQ,87,23,1,4
Random DeepQ,87,24,0,4
Random DeepQ,87,25,0,4
Random DeepQ,87,26,0,4
Random DeepQ,87,27,0,5
Random DeepQ,87,28,0,2
Random DeepQ,87,29,1,4
Random DeepQ,87,30,0,4
Random DeepQ,87,31,1,5
Random DeepQ,87,32,0,4
Random DeepQ,87,33,0,5
Random DeepQ,87,34,0,4
Random DeepQ,87,35,0,4
Random DeepQ,87,36,0,3
Random DeepQ,87,37,0,4
Random DeepQ,87,38,0,4
Random DeepQ,87,39,1,4
Random DeepQ,87,40,0,2
Random DeepQ,87,41,1,5
Random DeepQ,87,42,0,3
Random DeepQ,87,43,0,5
Random DeepQ,87,44,0,4
Random DeepQ,87,45,0,5
Random DeepQ,87,46,0,4
Random DeepQ,87,47,1,4
Random DeepQ,87,48,0,4
Random DeepQ,87,49,0,5
Random DeepQ,87,50,0,4
Random DeepQ,87,51,0,4
Random DeepQ,87,52,0,4
Random DeepQ,87,53,0,3
Random DeepQ,87,54,0,4
Random DeepQ,87,55,0,5
Random DeepQ,87,56,0,5
Random DeepQ,87,57,1,4
Random DeepQ,87,58,0,4
Random DeepQ,87,59,0,3
Random DeepQ,87,60,0,4
Random DeepQ,87,61,1,4
Random DeepQ,87,62,0,4
Random DeepQ,87,63,1,4
Random DeepQ,87,64,0,3
Random DeepQ,87,65,1,5
Random DeepQ,87,66,1,4
Random DeepQ,87,67,0,5
Random DeepQ,87,68,0,2
Random DeepQ,87,69,1,4
Random DeepQ,87,70,0,4
Random DeepQ,87,71,1,3
Random DeepQ,87,72,0,5
Random DeepQ,87,73,0,4
Random DeepQ,87,74,0,5
Random DeepQ,87,75,1,4
Random DeepQ,87,76,0,4
Random DeepQ,87,77,0,4
Random DeepQ,87,78,1,3
Random DeepQ,87,79,0,4
Random DeepQ,87,80,0,3
Random DeepQ,87,81,1,3
Random DeepQ,87,82,1,4
Random DeepQ,87,83,1,5
Random DeepQ,87,84,0,3
Random DeepQ,87,85,1,4
Random DeepQ,87,86,0,4
Random DeepQ,87,87,0,4
Random DeepQ,87,88,0,2
Random DeepQ,87,89,1,5
Random DeepQ,87,90,0,2
Random DeepQ,87,91,0,3
Random DeepQ,87,92,0,4
Random DeepQ,87,93,1,5
Random DeepQ,87,94,1,3
Random DeepQ,87,95,1,4
Random DeepQ,87,96,0,4
Random DeepQ,87,97,0,4
Random DeepQ,87,98,0,4
Random DeepQ,87,99,1,5
Random DeepQ,87,100,1,4
Random DeepQ,88,1,0,4
Random DeepQ,88,2,0,3
Random DeepQ,88,3,1,4
Random DeepQ,88,4,0,5
Random DeepQ,88,5,0,4
Random DeepQ,88,6,0,2
Random DeepQ,88,7,1,3
Random DeepQ,88,8,0,3
Random DeepQ,88,9,0,4
Random DeepQ,88,10,0,4
Random DeepQ,88,11,1,4
Random DeepQ,88,12,0,4
Random DeepQ,88,13,1,5
Random DeepQ,88,14,0,4
Random DeepQ,88,15,0,4
Random DeepQ,88,16,0,5
Random DeepQ,88,17,1,4
Random DeepQ,88,18,0,2
Random DeepQ,88,19,0,5
Random DeepQ,88,20,0,4
Random DeepQ,88,21,1,5
Random DeepQ,88,22,0,4
Random DeepQ,88,23,0,3
Random DeepQ,88,24,0,3
Random DeepQ,88,25,1,4
Random DeepQ,88,26,0,4
Random DeepQ,88,27,1,5
Random DeepQ,88,28,0,3
Random DeepQ,88,29,0,4
Random DeepQ,88,30,1,4
Random DeepQ,88,31,1,3
Random DeepQ,88,32,0,3
Random DeepQ,88,33,1,3
Random DeepQ,88,34,0,3
Random DeepQ,88,35,1,4
Random DeepQ,88,36,0,2
Random DeepQ,88,37,1,3
Random DeepQ,88,38,0,5
Random DeepQ,88,39,1,4
Random DeepQ,88,40,1,4
Random DeepQ,88,41,1,5
Random DeepQ,88,42,0,3
Random DeepQ,88,43,1,3
Random DeepQ,88,44,1,3
Random DeepQ,88,45,1,4
Random DeepQ,88,46,0,4
Random DeepQ,88,47,1,5
Random DeepQ,88,48,0,2
Random DeepQ,88,49,1,5
Random DeepQ,88,50,0,2
Random DeepQ,88,51,1,3
Random DeepQ,88,52,0,4
Random DeepQ,88,53,1,4
Random DeepQ,88,54,1,4
Random DeepQ,88,55,0,4
Random DeepQ,88,56,1,4
Random DeepQ,88,57,0,4
Random DeepQ,88,58,0,2
Random DeepQ,88,59,1,3
Random DeepQ,88,60,0,4
Random DeepQ,88,61,1,4
Random DeepQ,88,62,1,4
Random DeepQ,88,63,0,3
Random DeepQ,88,64,0,3
Random DeepQ,88,65,1,4
Random DeepQ,88,66,0,4
Random DeepQ,88,67,1,4
Random DeepQ,88,68,0,5
Random DeepQ,88,69,0,5
Random DeepQ,88,70,0,4
Random DeepQ,88,71,1,4
Random DeepQ,88,72,0,2
Random DeepQ,88,73,0,5
Random DeepQ,88,74,0,3
Random DeepQ,88,75,1,4
Random DeepQ,88,76,0,4
Random DeepQ,88,77,1,5
Random DeepQ,88,78,0,2
Random DeepQ,88,79,0,4
Random DeepQ,88,80,0,4
Random DeepQ,88,81,1,5
Random DeepQ,88,82,1,4
Random DeepQ,88,83,1,3
Random DeepQ,88,84,1,4
Random DeepQ,88,85,1,5
Random DeepQ,88,86,0,4
Random DeepQ,88,87,0,4
Random DeepQ,88,88,0,4
Random DeepQ,88,89,1,5
Random DeepQ,88,90,1,5
Random DeepQ,88,91,0,3
Random DeepQ,88,92,0,3
Random DeepQ,88,93,1,5
Random DeepQ,88,94,0,5
Random DeepQ,88,95,1,5
Random DeepQ,88,96,0,2
Random DeepQ,88,97,0,5
Random DeepQ,88,98,1,4
Random DeepQ,88,99,0,4
Random DeepQ,88,100,0,3
Random DeepQ,89,1,0,5
Random DeepQ,89,2,0,4
Random DeepQ,89,3,1,4
Random DeepQ,89,4,0,3
Random DeepQ,89,5,1,3
Random DeepQ,89,6,0,4
Random DeepQ,89,7,1,4
Random DeepQ,89,8,0,4
Random DeepQ,89,9,0,3
Random DeepQ,89,10,0,3
Random DeepQ,89,11,1,4
Random DeepQ,89,12,1,4
Random DeepQ,89,13,0,4
Random DeepQ,89,14,1,5
Random DeepQ,89,15,0,5
Random DeepQ,89,16,0,3
Random DeepQ,89,17,0,3
Random DeepQ,89,18,0,3
Random DeepQ,89,19,1,5
Random DeepQ,89,20,0,3
Random DeepQ,89,21,0,4
Random DeepQ,89,22,0,5
Random DeepQ,89,23,0,5
Random DeepQ,89,24,0,4
Random DeepQ,89,25,0,5
Random DeepQ,89,26,0,4
Random DeepQ,89,27,0,4
Random DeepQ,89,28,1,3
Random DeepQ,89,29,0,5
Random DeepQ,89,30,0,4
Random DeepQ,89,31,1,4
Random DeepQ,89,32,0,3
Random DeepQ,89,33,1,4
Random DeepQ,89,34,1,5
Random DeepQ,89,35,1,4
Random DeepQ,89,36,0,4
Random DeepQ,89,37,1,4
Random DeepQ,89,38,0,3
Random DeepQ,89,39,0,5
Random DeepQ,89,40,1,4
Random DeepQ,89,41,1,4
Random DeepQ,89,42,0,4
Random DeepQ,89,43,1,4
Random DeepQ,89,44,0,3
Random DeepQ,89,45,1,4
Random DeepQ,89,46,0,5
Random DeepQ,89,47,0,4
Random DeepQ,89,48,0,3
Random DeepQ,89,49,1,4
Random DeepQ,89,50,0,3
Random DeepQ,89,51,1,4
Random DeepQ,89,52,0,3
Random DeepQ,89,53,0,4
Random DeepQ,89,54,0,4
Random DeepQ,89,55,1,4
Random DeepQ,89,56,0,4
Random DeepQ,89,57,1,5
Random DeepQ,89,58,0,4
Random DeepQ,89,59,0,5
Random DeepQ,89,60,0,3
Random DeepQ,89,61,1,4
Random DeepQ,89,62,0,4
Random DeepQ,89,63,1,4
Random DeepQ,89,64,1,4
Random DeepQ,89,65,0,5
Random DeepQ,89,66,0,5
Random DeepQ,89,67,1,5
Random DeepQ,89,68,0,3
Random DeepQ,89,69,1,3
Random DeepQ,89,70,0,3
Random DeepQ,89,71,1,4
Random DeepQ,89,72,1,4
Random DeepQ,89,73,0,4
Random DeepQ,89,74,0,4
Random DeepQ,89,75,1,4
Random DeepQ,89,76,0,4
Random DeepQ,89,77,0,5
Random DeepQ,89,78,1,4
Random DeepQ,89,79,0,5
Random DeepQ,89,80,0,4
Random DeepQ,89,81,0,4
Random DeepQ,89,82,1,3
Random DeepQ,89,83,1,5
Random DeepQ,89,84,0,4
Random DeepQ,89,85,1,4
Random DeepQ,89,86,0,4
Random DeepQ,89,87,0,5
Random DeepQ,89,88,0,3
Random DeepQ,89,89,0,4
Random DeepQ,89,90,0,4
Random DeepQ,89,91,0,3
Random DeepQ,89,92,0,4
Random DeepQ,89,93,0,5
Random DeepQ,89,94,1,4
Random DeepQ,89,95,1,5
Random DeepQ,89,96,0,2
