Epoch,Episodio,Paso,StateIdx,Accion,NextStateIdx,Reward,Done,Epsilon
1,34,11,60234901821640659600,3,60235313603904848925,0.0,True,0.992647
1,35,1,0,6,36773185647764784645,0.0,False,0.992628
1,35,2,36773185647764784645,6,61105193747578308816,0.0,False,0.992609
1,35,3,61105193747578308816,2,61555492904664276153,0.0,False,0.99259
1,35,4,61555492904664276153,6,69660603214189013088,0.0,False,0.992571
1,35,5,69660603214189013088,3,71022573052995116223,0.0,False,0.992552
1,35,6,71022573052995116223,1,71023053465636670404,0.0,False,0.992533
1,35,7,71023053465636670404,3,71123734229230953765,0.0,False,0.992514
1,35,8,71123734229230953765,5,71123736959383139748,0.0,False,0.992495
1,35,9,71123736959383139748,1,71123736990850292799,0.0,False,0.992476
1,35,10,71123736990850292799,2,71123736990850312500,0.0,False,0.992457
1,35,11,71123736990850312500,5,71123782745597483889,0.0,False,0.992438
1,35,12,71123782745597483889,1,71123782745611845918,0.0,False,0.992419
