Epoch,Episodio,Paso,StateIdx,Accion,NextStateIdx,Reward,Done,Epsilon
1,1,1,372134197,4,118749634,0.0,False,1.0
1,1,1,118749634,3,25345363,0.0,False,0.0
1,1,2,25345363,4,164262645,0.0,False,0.999962
1,1,2,164262645,3,153310964,0.0,False,0.0
1,1,3,153310964,1,973836040,0.0,False,0.999924
1,1,3,973836040,3,297203870,0.0,False,0.0
1,1,4,297203870,2,492734259,0.0,False,0.999886
1,1,4,492734259,3,899843330,1.0,True,0.0
1,2,1,372134197,4,370757706,0.0,False,0.999848
1,2,1,370757706,3,54144219,0.0,False,0.0
1,2,2,54144219,2,439103474,0.0,False,0.99981
1,2,2,439103474,3,288156359,0.0,False,0.0
1,2,3,288156359,1,240487239,0.0,False,0.999772
1,2,3,240487239,3,775510404,0.0,False,0.0
1,2,4,775510404,5,50314985,0.0,False,0.999734
1,2,4,50314985,3,580963224,1.0,True,0.0
1,3,1,372134197,3,20877367,0.0,False,0.999696
1,3,1,20877367,3,700558893,0.0,False,0.0
1,3,2,700558893,3,607502290,0.0,False,0.999658
1,3,2,607502290,2,890030267,0.0,False,0.0
1,3,3,890030267,4,573191173,0.0,False,0.99962
1,3,3,573191173,2,479145303,0.0,False,0.0
1,3,4,479145303,0,85450842,0.0,False,0.999582
1,3,4,85450842,4,909460299,0.0,False,0.0
1,3,5,909460299,6,266086980,0.0,False,0.999544
1,3,5,266086980,5,642353604,0.0,False,0.0
1,3,6,642353604,3,158573106,0.0,False,0.999506
1,3,6,158573106,5,846495238,1.0,True,0.0
1,4,1,372134197,6,200554403,0.0,False,0.999468
1,4,1,200554403,3,372196729,0.0,False,0.0
1,4,2,372196729,6,974172973,0.0,False,0.99943
1,4,2,974172973,2,751129683,0.0,False,0.0
1,4,3,751129683,3,418934981,0.0,False,0.999392
1,4,3,418934981,4,428961215,0.0,False,0.0
1,4,4,428961215,0,384076657,0.0,False,0.999354
1,4,4,384076657,1,892813729,1.0,True,0.0
1,5,1,372134197,2,169229518,0.0,False,0.999316
1,5,1,169229518,3,168797825,0.0,False,0.0
1,5,2,168797825,0,79318241,0.0,False,0.999278
1,5,2,79318241,3,675070938,0.0,False,0.0
1,5,3,675070938,3,275942230,0.0,False,0.99924
1,5,3,275942230,2,129240521,0.0,False,0.0
1,5,4,129240521,5,43378950,0.0,False,0.999202
1,5,4,43378950,5,926703186,0.0,False,0.0
1,5,5,926703186,0,521050058,0.0,False,0.999164
1,5,5,521050058,2,524354851,0.0,False,0.0
1,5,6,524354851,1,196378098,0.0,False,0.999126
1,5,6,196378098,2,66490813,0.0,False,0.0
1,5,7,66490813,6,975119161,0.0,False,0.999088
1,5,7,975119161,2,114039873,1.0,True,0.0
1,6,1,372134197,3,858251723,0.0,False,0.99905
1,6,1,858251723,3,644717209,0.0,False,0.0
1,6,2,644717209,6,531460077,0.0,False,0.999012
1,6,2,531460077,4,476259854,0.0,False,0.0
1,6,3,476259854,0,595687325,0.0,False,0.998974
1,6,3,595687325,4,352168058,0.0,False,0.0
1,6,4,352168058,3,963979169,0.0,False,0.998936
1,6,4,963979169,4,473850030,0.0,False,0.0
1,6,5,473850030,5,618292168,0.0,False,0.998898
1,6,5,618292168,4,93224626,1.0,True,0.0
1,7,1,372134197,3,20877367,0.0,False,0.99886
1,7,1,20877367,3,700558893,0.0,False,0.0
1,7,2,700558893,6,509753459,0.0,False,0.998822
1,7,2,509753459,4,292533238,0.0,False,0.0
1,7,3,292533238,3,521181711,0.0,False,0.998784
1,7,3,521181711,4,898743599,0.0,False,0.0
1,7,4,898743599,5,1560807,0.0,False,0.998746
1,7,4,1560807,5,856495899,0.0,False,0.0
1,7,5,856495899,6,769762612,0.0,False,0.998708
1,7,5,769762612,4,751455299,0.0,False,0.0
1,7,6,751455299,5,126946745,0.0,False,0.99867
1,7,6,126946745,4,788424269,1.0,True,0.0
1,8,1,372134197,0,593710566,0.0,False,0.998632
1,8,1,593710566,3,202337653,0.0,False,0.0
1,8,2,202337653,4,920785047,0.0,False,0.998594
1,8,2,920785047,3,956496660,0.0,False,0.0
1,8,3,956496660,1,474179771,0.0,False,0.998556
1,8,3,474179771,3,241721834,0.0,False,0.0
1,8,4,241721834,1,442164372,0.0,False,0.998518
1,8,4,442164372,3,358646424,1.0,True,0.0
1,9,1,372134197,3,20877367,0.0,False,0.99848
1,9,1,20877367,3,700558893,0.0,False,0.0
1,9,2,700558893,0,2185709,0.0,False,0.998442
1,9,2,2185709,2,929723951,0.0,False,0.0
